z0_real,z0_imag,z1_real,z1_imag,target_real,target_imag
0.7157914378410898,0.14332095789975,0.7903265400820085,-0.14106903920784997,-0.2535308122093177,0.0
0.6214947491707157,0.07369421620787343,0.8802478253057351,-0.06587654545655894,-0.8801474148667155,0.0
0.6035851261071568,-0.023482647133794922,0.8922581547779915,0.032204285255522325,-0.9819199977116491,0.0
0.6403233080734401,-0.09934220420853919,0.8510072940102136,0.10570757021396136,-0.7166406225806807,0.0
0.701130210310872,-0.1391371338180095,0.7879088573072203,0.14175896502711174,-0.2951771741628013,0.0
0.7639873890863719,-0.1462744900796314,0.7247354414911591,0.1450885764386005,0.13351532171305788,0.0
0.8171533400241144,-0.13019506968017872,0.6726371880966987,0.1258288232536977,0.4915710353102386,0.0
0.8562303251258117,-0.10039302138715225,0.6354306461852892,0.09372203135396608,0.7510491064519571,0.0
0.8810225339365753,-0.06430702924498224,0.6128621911298104,0.05620513805227994,0.9121461897828366,0.0
0.8933207815290646,-0.027037436255734904,0.6028363634055515,0.0182610708760559,0.9880814307191537,0.0
0.8955950027939352,0.00826665165947329,0.6026976197456941,-0.017115919613288844,0.9962891199663153,0.0
0.8903170137579677,0.0398802848855154,0.6098745163703361,-0.04835325510871341,0.9539238828824255,0.0
0.8796606055544212,0.0670357780467546,0.6221508814356873,-0.07481588357628909,0.8759181586226966,0.0
0.8654061282573833,0.0895676447158339,0.6377396216536332,-0.09644610125948243,0.7744065896030806,0.0
0.8489454684176029,0.10766364108178846,0.6552627241879326,-0.11351535093279927,0.6588109760252021,0.0
0.8313295799146977,0.12169942895340831,0.6736938310006593,-0.1264620559414786,0.5361972849546823,0.0
0.8133286265710155,0.13213355224252962,0.6922918656023206,-0.13579041909100367,0.41170599345782893,0.0
0.7954905232529634,0.13944367654281917,0.7105387494718483,-0.14201031268520217,0.28896307320719505,0.0
0.7781920578374049,0.14409002521807396,0.728086165949251,-0.14560386757053415,0.17043496399609104,0.0
0.7616810028455897,0.1464961919901866,0.7447123670561356,-0.14700886302653673,0.05771873767448354,0.0
0.7461095837708565,0.14704071700739055,0.7602882576552584,-0.14661233870258278,-0.04822869490866601,0.0
0.7315604473222587,0.14605508893698446,0.7747513539572783,-0.1447501680735619,-0.14691367302132524,0.0
0.7180664651470761,0.1438253908270928,0.788086115281309,-0.14170989686254554,-0.23817152234881733,0.0
0.7056256357199897,0.1405958438425097,0.8003092832838395,-0.13773517994917903,-0.32206599773905115,0.0
0.6942121724592114,0.13657318059227588,0.8114590780874598,-0.13303081611683365,-0.3988148177066568,0.0
0.6837846693432266,0.13193121568927918,0.8215873234854433,-0.1277678032389515,-0.46873510304378224,0.0
0.6742920518682203,0.12681525719515266,0.8307537731603238,-0.12208810094056437,-0.532203835323618,0.0
0.6656778642563029,0.12134617427116558,0.8390220768619902,-0.11610894965131215,-0.5896295529541469,0.0
0.6578833157899732,0.11562404074089945,0.8464569595937625,-0.109926691431458,-0.6414323940995244,0.0
0.6508494076840826,0.10973133577433214,0.8531222918470417,-0.10362009321859274,-0.6880302980466424,0.0
0.6445183830103066,0.10373571742810322,0.8590798097617879,-0.09725320284188002,-0.7298297199252975,0.0
0.6388346816265086,0.09769240259675553,0.8643883056180367,-0.09087778228201396,-0.7672196289808471,0.0
0.6337455359910082,0.09164619462506521,0.869103155516582,-0.08453536755492051,-0.8005678753226704,0.0
0.6292013089182439,0.08563320157743061,0.8732760859723481,-0.0782590042375936,-0.8302192471182218,0.0
0.6251556481360762,0.07968228657563868,0.8769551071967767,-0.07207470449120963,-0.8564947179274092,0.0
0.6215655128700512,0.07381628831930655,0.8801845602456231,-0.06600266696028602,-0.8796915166493583,0.0
0.6183911130058197,0.06805304587298314,0.8830052396125971,-0.06005829601780068,-0.9000837514628823,0.0
0.6155957904417906,0.0624062576145961,0.8854545635155474,-0.0542530519841304,-0.9179233926325701,0.0
0.6131458641086378,0.05688620021242726,0.8875667719993571,-0.04859515943636702,-0.9334414735203416,0.0
0.6110104540966648,0.0515003297963436,0.8893731387808692,-0.043090196665491146,-0.9468494094049646,0.0
0.6091612958664767,0.046253784183239215,0.8909021870190003,-0.03774158576955508,-0.9583403633846796,0.0
0.6075725522251145,0.04114980212077586,0.8921799023056578,-0.032550999781619044,-0.96809061042716,0.0
0.6062206283306477,0.03619007301084896,0.8932299384367435,-0.027518700587045912,-0.9762608665596902,0.0
0.6050839932200348,0.03137502843233473,0.8940738131581716,-0.02264381914004727,-0.9829975617705311,0.0
0.6041430100709432,0.026704084962549075,0.8947310922537333,-0.017924587595044932,-0.9884340435466026,0.0
0.6033797764833941,0.022175846258198625,0.8952195611718815,-0.013358531376737575,-0.9926917039424811,0.0
0.6027779754083946,0.017788271060882616,0.8955553839677928,-0.008942627879635304,-0.9958810272866752,0.0
0.6023227368885118,0.01353881270410367,0.8957532497327362,-0.004673437373807897,-0.9981025585492764,0.0
0.6020005104577357,0.00942453478684201,0.8958265069447565,-0.0005472107641747527,-0.9994477943664832,0.0
0.6017989478362329,0.0054422069155632,0.8957872863399636,0.003440021923907364,-1.0,0.0
0.6017067954208882,0.0015883837784160884,0.8956466129996542,0.007292379105087573,-0.9998349562938045,0.0
0.6017137959934332,-0.002140529717882098,0.8954145083952567,0.01101406854988387,-0.9990216411189267,0.0
0.6018105990285477,-0.005748224963487844,0.8951000831455291,0.014609339412434731,-0.9976228499732123,0.0
0.601988678972839,-0.009238445900412373,0.8947116212294377,0.01808244349881794,-0.9956957604047415,0.0
0.6022402608733632,-0.01261495341524641,0.8942566563716172,0.02143760421457371,-0.9932924448108617,0.0
0.6025582527549888,-0.01588149652776404,0.8937420412810275,0.024678991888279708,-0.9904603359712638,0.0
0.6029361841747765,-0.019041789250881954,0.8931740103814767,0.027810704383227157,-0.9872426494325638,0.0
0.6033681504152927,-0.022099492179265174,0.8925582366280259,0.030836752088692236,-0.9836787665952387,0.0
0.6038487618149868,-0.025058198016050855,0.891899882957953,0.03376104653201475,-0.9798045820763426,0.0
0.604373097770757,-0.027921420374608357,0.8912036488803321,0.03658739197767714,-0.9756528186438091,0.0
0.6049366649844223,-0.030692585299056906,0.8904738126653178,0.039319479483974455,-0.9712533127475462,0.0
0.605535359560227,-0.03337502503681279,0.8897142695534616,0.04196088297511736,-0.9666332734134225,0.0
0.6061654325942334,-0.03597197367157465,0.8889285663671951,0.044515056959571836,-0.9618175170215928,0.0
0.6068234589281879,-0.038486564288231016,0.888119932871128,0.04698533558648663,-0.9568286802619916,0.0
0.607506308770041,-0.04092182739415934,0.8872913101950725,0.04937493278315828,-0.9516874133477952,0.0
0.6082111219106943,-0.04328069036591306,0.8864453766036713,0.051686943259278105,-0.9464125553723154,0.0
0.6089352842917732,-0.04556597772773549,0.8855845708690727,0.05392434419955619,-0.941021293515657,0.0
0.6096764067023313,-0.047780412099833684,0.88471111347812,0.05608999749635866,-0.9355293076439439,0.0
0.6104323054035091,-0.049926615680852,0.8838270258828563,0.05818665239917862,-0.9299509016949585,0.0
0.6112009844993818,-0.05200711215129274,0.8829341479826104,0.060216948478867605,-0.9242991231088585,0.0
