z0_real,z0_imag,z1_real,z1_imag,target_real,target_imag
0.2228739002932551,0.0,0.3375,0.0,0.35320033990603605,0.0
0.20487489613147447,0.0,1.445,0.0,0.823759877321352,0.0
0.8795095496345202,0.0,1.605,0.0,0.9281374838956462,0.0
0.8836509528585758,0.0,1.19,0.0,0.7969935464071322,0.0
0.029038112522686028,0.0,0.785,0.0,0.263566925158462,0.0
0.2613636363636364,0.0,0.955,0.0,0.577463942478494,0.0
0.3795055931501174,0.0,1.455,0.0,0.7989425637622958,0.0
0.9427155053704213,0.0,1.285,0.0,0.8265883290257245,0.0
0.16900444748546015,0.0,0.83,0.0,0.7812810568656453,0.0
1.0,0.0,0.68,0.0,0.9253632760360904,0.0
0.2481751824817518,0.0,0.32,0.0,0.5993079046697193,0.0
0.0757086141630505,0.0,1.445,0.0,0.822803305662944,0.0
0.2720694645441389,0.0,0.34299999999999997,0.0,0.47856553968646737,0.0
0.681376215407629,0.0,0.3375,0.0,0.7829494655271648,0.0
0.7665198237885462,0.0,0.4435,0.0,0.7540187639285668,0.0
0.7400275103163687,0.0,0.54,0.0,0.8594501853256192,0.0
0.20020481310803892,0.0,1.325,0.0,0.7223936544749212,0.0
0.6425457715780296,0.0,1.325,0.0,0.7871480803454953,0.0
0.8047244094488188,0.0,0.97,0.0,0.8252089127655655,0.0
0.8333333333333334,0.0,0.425,0.0,0.6961852953042917,0.0
0.1181592039800995,0.0,0.4215,0.0,0.4938492881230157,0.0
0.4999006556725611,0.0,1.175,0.0,0.8392641142741508,0.0
0.1451917033312382,0.0,1.615,0.0,0.8914703836790923,0.0
0.5343511450381678,0.0,0.19149999999999998,0.0,0.6302754573503535,0.0
0.7058426207362377,0.0,1.005,0.0,0.7919375305075711,0.0
0.26875768757687574,0.0,0.43450000000000005,0.0,0.7078575070602778,0.0
0.4,0.0,0.33649999999999997,0.0,0.5818992626141237,0.0
0.03135813148788927,0.0,1.21,0.0,0.7409011110271664,0.0
0.13284313725490196,0.0,0.905,0.0,0.5718444160263637,0.0
0.5643776824034334,0.0,0.8,0.0,0.7722379049463562,0.0
0.6721344268853771,0.0,1.275,0.0,0.8800980981899257,0.0
0.6326530612244897,0.0,0.71,0.0,0.8481801088940877,0.0
0.29977753058954393,0.0,0.6,0.0,0.6789189463874822,0.0
0.17025440313111545,0.0,0.42450000000000004,0.0,0.6926213299551107,0.0
0.19413820919602043,0.0,1.38,0.0,0.7609117420591062,0.0
1.0,0.0,0.1865,0.0,0.3434880335765733,0.0
0.23428571428571426,0.0,0.258,0.0,0.492495617342913,0.0
0.5178817056396149,0.0,0.54,0.0,0.7361860650751525,0.0
0.47270771712826026,0.0,1.38,0.0,0.7547793969615292,0.0
0.4624671916010499,0.0,0.97,0.0,0.8121925593769499,0.0
0.16526315789473686,0.0,1.09,0.0,0.7869781545048586,0.0
0.15250965250965254,0.0,1.25,0.0,0.6602851426467204,0.0
0.5647577092511014,0.0,1.145,0.0,0.9290957702757001,0.0
0.6684110371075167,0.0,0.575,0.0,0.8362535625000057,0.0
0.12314326784858648,0.0,0.68,0.0,0.6066009578809418,0.0
0.2565445026178011,0.0,0.3375,0.0,0.44020434212509624,0.0
0.5576496674057649,0.0,0.655,0.0,0.8142455341433473,0.0
0.6663346613545817,0.0,0.4325,0.0,0.9143526378991998,0.0
0.06357516828721017,0.0,0.3375,0.0,0.21012859084702878,0.0
0.34615384615384615,0.0,1.08,0.0,0.7853174020488365,0.0
0.03817914831130691,0.0,1.145,0.0,0.6482214943356998,0.0
0.5667330677290837,0.0,0.4325,0.0,0.9262398165709914,0.0
0.2889886199711492,0.0,1.595,0.0,0.8167720291469461,0.0
0.5004359197907585,0.0,1.325,0.0,0.7594132278899265,0.0
0.41912512716174977,0.0,1.525,0.0,0.8060639884360129,0.0
0.20244716351501668,0.0,0.6,0.0,0.5378583043474884,0.0
0.25725593667546176,0.0,0.57,0.0,0.8475909579838716,0.0
0.5873880528113747,0.0,1.445,0.0,0.782770954120287,0.0
1.0,0.0,1.03,0.0,0.7652994881916811,0.0
0.5120711562897078,0.0,0.58,0.0,0.8628840704692375,0.0
0.5991615607868429,0.0,0.99,0.0,0.7469910417928199,0.0
0.0762970498474059,0.0,1.525,0.0,0.6774010436056249,0.0
0.38502202643171807,0.0,0.855,0.0,0.7850385601040093,0.0
0.28135431568907965,0.0,0.62,0.0,0.6982041777885418,0.0
0.2718052738336714,0.0,0.56,0.0,0.6536804880099868,0.0
0.005816637429600221,0.0,1.445,0.0,0.8300633648781078,0.0
0.6822222222222223,0.0,0.43700000000000006,0.0,0.8249948547731748,0.0
0.028502285560634583,0.0,1.38,0.0,0.7431275920959471,0.0
0.17090539165818922,0.0,1.525,0.0,0.8159568745158073,0.0
0.017789072426937738,0.0,0.58,0.0,0.07979866302197755,0.0
0.845968905273281,0.0,1.595,0.0,0.7908877786979172,0.0
0.10478128179043744,0.0,1.525,0.0,0.7551291532988145,0.0
0.0958994708994709,0.0,0.575,0.0,0.522233597211737,0.0
0.46113383985973116,0.0,1.17,0.0,0.7586036956668527,0.0
0.027450980392156866,0.0,0.905,0.0,0.518691339984605,0.0
0.34576271186440677,0.0,0.485,0.0,0.8213201085404848,0.0
0.011822105460686808,0.0,1.24,0.0,0.7680042823357199,0.0
0.9245541838134431,0.0,0.34950000000000003,0.0,0.8968507382743534,0.0
0.1252885236820238,0.0,1.445,0.0,0.8527177364078098,0.0
0.14872262773722625,0.0,0.46149999999999997,0.0,0.3950201589105381,0.0
0.5061179087875417,0.0,0.6,0.0,0.7308910503149944,0.0
0.8432343234323434,0.0,0.2685,0.0,0.7853678142173709,0.0
0.20789724072312085,0.0,0.575,0.0,0.7749169746368576,0.0
0.12806539509536785,0.0,1.595,0.0,0.8493517539233495,0.0
0.48889201349831274,0.0,0.97,0.0,0.8216059822235396,0.0
0.09325085403009878,0.0,1.445,0.0,0.8441464586996196,0.0
0.2916978309648467,0.0,0.3375,0.0,0.470945830545979,0.0
0.08855721393034825,0.0,0.5625,0.0,0.3618186245027155,0.0
0.18995633187772926,0.0,0.39549999999999996,0.0,0.3948525067618491,0.0
0.18741058655221748,0.0,0.62,0.0,0.6709961452483056,0.0
0.332624867162593,0.0,0.58,0.0,0.757642270450406,0.0
0.22145804676753786,0.0,0.54,0.0,0.5882375689294251,0.0
0.8895405669599217,0.0,0.3375,0.0,0.8159267026441723,0.0
0.7717391304347826,0.0,0.1865,0.0,0.43013343332600945,0.0
0.28175457481162547,0.0,0.63,0.0,0.8607024952173478,0.0
1.0,0.0,1.17,0.0,0.7610455393297713,0.0
0.9016341923318668,0.0,1.615,0.0,0.848682891524078,0.0
0.29931972789115646,0.0,0.71,0.0,0.7249305788336902,0.0
0.029334605294538515,0.0,1.455,0.0,0.10868115798155341,0.0
0.10466420900785382,0.0,1.595,0.0,0.8162723516258364,0.0
0.06258692628650904,0.0,0.2925,0.0,0.0,0.0
0.5,0.0,0.27899999999999997,0.0,0.8538624970373251,0.0
0.10883154351658919,0.0,1.595,0.0,0.8230867082793969,0.0
0.22700296735905043,0.0,0.413,0.0,0.9246705410678598,0.0
