z_re,z_im,w_re,w_im
-2.694915254237288,1.8813559322033901,1.3251205872493435,5.999243883884976
-2.694915254237288,1.9830508474576272,1.312798911291018,5.983990887883942
-2.694915254237288,2.084745762711865,1.3007126543693528,5.969802727432243
-2.694915254237288,2.186440677966102,1.2888634051751378,5.956644799997256
-2.694915254237288,2.288135593220339,1.2772519261335322,5.944481784249365
-2.694915254237288,2.389830508474577,1.265878224910079,5.933277914451329
-2.694915254237288,2.491525423728814,1.2547416249615708,5.9229972276857925
-2.694915254237288,2.593220338983051,1.243840834273731,5.913603784170916
-2.694915254237288,2.694915254237289,1.2331740115984842,5.905061861389019
-2.694915254237288,2.796610169491526,1.222738829660686,5.8973361231244255
-2.694915254237288,2.898305084745763,1.2125325349454408,5.890391764783686
-2.694915254237288,3.0,1.2025520038015123,5.884194636564946
-2.593220338983051,-3.0,-1.5355278182445256,-1.7668046981308456
-2.593220338983051,-2.8983050847457625,-1.5442643187821896,-1.8119080007517128
-2.593220338983051,-2.7966101694915255,-1.5532800474691832,-1.857522615461561
-2.593220338983051,-2.694915254237288,-1.562580498038674,-1.9036282993814253
-2.593220338983051,-2.593220338983051,-1.5721706936831357,-1.9502016091782024
-2.593220338983051,-2.4915254237288136,-1.5820551033833703,-1.9972157104039363
-2.593220338983051,-2.389830508474576,-1.5922375531485913,-2.044640199116335
-2.593220338983051,-2.288135593220339,-1.6027211328698368,-2.0924409408523355
-2.593220338983051,-2.1864406779661016,-1.6135080997307902,-2.1405799325620007
-2.593220338983051,-2.084745762711864,-1.624599779382721,-2.189015193573003
-2.593220338983051,-1.9830508474576272,-1.6359964663670423,-2.2377006920081985
-2.593220338983051,-1.8813559322033897,-1.6476973255509377,-2.286586313278062
-2.593220338983051,-1.7796610169491525,-1.659700296616641,-2.3356178772712806
-2.593220338983051,-1.6779661016949152,-1.6720020038989731,-2.384737210626256
-2.593220338983051,-1.5762711864406778,-1.6845976740817035,-2.433882279942544
-2.593220338983051,-1.4745762711864405,-1.6974810644228704,-2.482987390951013
-2.593220338983051,-1.3728813559322033,-1.7106444042631952,-2.531983457483209
-2.593220338983051,-1.271186440677966,-1.724078352561441,-2.5807983425592216
-2.593220338983051,-1.1694915254237288,-1.7377719740797501,-2.629357272065219
-2.593220338983051,-1.0677966101694913,-1.7517127365980114,-2.677583319357148
-2.593220338983051,-0.9661016949152543,-1.7658865311625322,-2.7253979567721878
-2.593220338983051,-0.8644067796610169,-1.7802777168714434,-2.7727216675467776
-2.593220338983051,-0.7627118644067794,-1.7948691910767849,-2.819474609144782
-2.593220338983051,-0.6610169491525424,-1.8096424851599968,-2.8655773166241048
-2.593220338983051,-0.5593220338983049,-1.824577885241689,-2.910951432556841
-2.593220338983051,-0.45762711864406747,-1.8396545763542895,-2.955520448306684
-2.593220338983051,-0.35593220338983045,-1.8548508077799832,-2.999210440284752
-2.593220338983051,-0.254237288135593,-1.8701440764816537,-3.0419507842525815
-2.593220338983051,-0.15254237288135553,1.6111356176783027,6.522317382406529
-2.593220338983051,-0.05084745762711851,1.5957177938917404,6.481671686631719
-2.593220338983051,0.05084745762711895,1.5802729325145632,6.44216124758127
-2.593220338983051,0.15254237288135597,1.564824491067661,6.403837352877464
-2.593220338983051,0.25423728813559343,1.5493956372594448,6.3667452920997505
-2.593220338983051,0.3559322033898309,1.5340090482787114,6.3309240743010715
-2.593220338983051,0.4576271186440679,1.5186867230813856,6.296406246152575
-2.593220338983051,0.5593220338983054,1.5034498112759338,6.263217810818601
-2.593220338983051,0.6610169491525424,1.4883184615316338,6.231378244610219
-2.593220338983051,0.7627118644067798,1.4733116916785964,6.2009006057172105
-2.593220338983051,0.8644067796610173,1.4584472818822345,6.1717917269914775
-2.593220338983051,0.9661016949152543,1.44374169149946,6.144052482928831
-2.593220338983051,1.0677966101694913,1.4292099994962297,6.117678119712077
-2.593220338983051,1.1694915254237293,1.4148658676559904,6.09265863643995
-2.593220338983051,1.2711864406779663,1.4007215252577558,6.068979205444855
-2.593220338983051,1.3728813559322033,1.3867877734639857,6.046620619842676
-2.593220338983051,1.4745762711864412,1.3730740073368128,6.025559757086734
-2.593220338983051,1.5762711864406782,1.3595882531941168,6.005770048231792
-2.593220338983051,1.6779661016949152,1.3463372189160652,5.9872219437660785
-2.593220338983051,1.7796610169491531,1.3333263548055851,5.969883368156081
-2.593220338983051,1.8813559322033901,1.3205599226775884,5.953720156594736
-2.593220338983051,1.9830508474576272,1.3080410709852974,5.938696468783742
-2.593220338983051,2.084745762711865,1.2957719139714294,5.924775175863234
-2.593220338983051,2.186440677966102,1.283753613041979,5.911918217787695
-2.593220338983051,2.288135593220339,1.2719864587872727,5.900086929509524
-2.593220338983051,2.389830508474577,1.2604699523072709,5.889242335255471
-2.593220338983051,2.491525423728814,1.2492028847264043,5.879345410960521
-2.593220338983051,2.593220338983051,1.2381834140004047,5.8703573155602875
-2.593220338983051,2.694915254237289,1.2274091383185088,5.8622395923438955
-2.593220338983051,2.796610169491526,1.216877165585793,5.854954341946218
-2.593220338983051,2.898305084745763,1.2065841786304508,5.848464368824531
-2.593220338983051,3.0,1.196526495919078,5.842733303235418
-2.4915254237288136,-3.0,-1.5263628541223397,-1.7701433999700242
-2.4915254237288136,-2.8983050847457625,-1.5351345262668277,-1.8161169509368065
-2.4915254237288136,-2.7966101694915255,-1.5441969112412708,-1.8626449813384935
-2.4915254237288136,-2.694915254237288,-1.553556300543284,-1.9097078665018241
-2.4915254237288136,-2.593220338983051,-1.563218522195283,-1.95728255997336
-2.4915254237288136,-2.4915254237288136,-1.5731888489514265,-2.005342367567114
-2.4915254237288136,-2.389830508474576,-1.583471900071756,-2.0538567322383425
-2.4915254237288136,-2.288135593220339,-1.5940715373381482,-2.102791035486608
-2.4915254237288136,-2.1864406779661016,-1.6049907562690384,-2.152106421696609
-2.4915254237288136,-2.084745762711864,-1.6162315738026507,-2.2017596524654817
-2.4915254237288136,-1.9830508474576272,-1.6277949140550252,-2.251702998493672
-2.4915254237288136,-1.8813559322033897,-1.639680494109407,-2.3018841769803884
-2.4915254237288136,-1.7796610169491525,-1.6518867121439964,-2.3522463426063
-2.4915254237288136,-1.6779661016949152,-1.6644105405383658,-2.402728140046398
-2.4915254237288136,-1.5762711864406778,-1.6772474268943123,-2.4532638254775794
-2.4915254237288136,-1.4745762711864405,-1.6903912061412156,-2.503783463679043
-2.4915254237288136,-1.3728813559322033,-1.7038340270438623,-2.5542132060326708
-2.4915254237288136,-1.271186440677966,-1.7175662964672558,-2.604475652998861
-2.4915254237288136,-1.1694915254237288,-1.7315766446548984,-2.6544903024803297
-2.4915254237288136,-1.0677966101694913,-1.7458519145258955,-2.70417408293331
-2.4915254237288136,-0.9661016949152543,-1.7603771775801609,-2.7534419672182384
-2.4915254237288136,-0.8644067796610169,-1.7751357784177832,-2.8022076601118453
-2.4915254237288136,-0.7627118644067794,-1.7901094091373415,-2.8503843492739476
-2.4915254237288136,-0.6610169491525424,-1.8052782140003165,-2.897885506445241
-2.4915254237288136,-0.5593220338983049,-1.8206209237692055,-2.9446257229326864
-2.4915254237288136,-0.45762711864406747,-1.836115018091376,-2.99052156120316
-2.4915254237288136,-0.35593220338983045,-1.8517369132639439,-3.035492402825386
-2.4915254237288136,-0.254237288135593,-1.8674621717368196,-3.079461272214356
-2.4915254237288136,-0.15254237288135553,1.6133812137034647,6.483636597556881
-2.4915254237288136,-0.05084745762711851,1.597524810927908,6.441884196556261
-2.4915254237288136,0.05084745762711895,1.5816411586179413,6.401335384272545
-2.4915254237288136,0.15254237288135597,1.5657557503538952,6.362045499366162
-2.4915254237288136,0.25423728813559343,1.5498937367976744,6.324063143706618
-2.4915254237288136,0.3559322033898309,1.5340796961769938,6.287429868615939
-2.4915254237288136,0.4576271186440679,1.5183374206339357,6.252179980259907
-2.4915254237288136,0.5593220338983054,1.502689722722876,6.218340463836613
-2.4915254237288136,0.6610169491525424,1.4871582654764253,6.185931022439153
-2.4915254237288136,0.7627118644067798,1.4717634185042805,6.154964223114165
-2.4915254237288136,0.8644067796610173,1.4565241416062777,6.125445739845806
-2.4915254237288136,0.9661016949152543,1.4414578964217304,6.097374681061002
-2.4915254237288136,1.0677966101694913,1.4265805857491143,6.070743987819466
-2.4915254237288136,1.1694915254237293,1.411906519390263,6.045540888114254
-2.4915254237288136,1.2711864406779663,1.3974484047267346,6.02174739261725
-2.4915254237288136,1.3728813559322033,1.3832173597368065,5.999340817677602
-2.4915254237288136,1.4745762711864412,1.3692229458123795,5.978294322317602
-2.4915254237288136,1.5762711864406782,1.3554732175298216,5.958577447256666
-2.4915254237288136,1.6779661016949152,1.3419747864539469,5.94015664551643
-2.4915254237288136,1.7796610169491531,1.3287328960917368,5.922995795811775
-2.4915254237288136,1.8813559322033901,1.315751505241107,5.907056691620101
-2.4915254237288136,1.9830508474576272,1.3030333771782143,5.892299500466491
-2.4915254237288136,2.084745762711865,1.2905801723736097,5.878683189505746
-2.4915254237288136,2.186440677966102,1.2783925427037217,5.866165914880826
-2.4915254237288136,2.288135593220339,1.2664702254132765,5.854705373564457
-2.4915254237288136,2.389830508474577,1.2548121353726853,5.8442591174341185
-2.4915254237288136,2.491525423728814,1.2434164544516348,5.834784830188561
-2.4915254237288136,2.593220338983051,1.2322807170883834,5.82624056839415
-2.4915254237288136,2.694915254237289,1.2214018913685636,5.818584968464769
-2.4915254237288136,2.796610169491526,1.2107764551346305,5.811777421747398
-2.4915254237288136,2.898305084745763,1.2004004668264603,5.805778220125946
-2.4915254237288136,3.0,1.1902696309052392,5.8005486746887
-2.389830508474576,-3.0,-1.516913797293976,-1.7729106949717204
-2.389830508474576,-2.8983050847457625,-1.5257139580286254,-1.8197708899836003
-2.389830508474576,-2.7966101694915255,-1.5348166936315129,-1.8672319219980766
-2.389830508474576,-2.694915254237288,-1.5442291783331195,-1.9152750170615216
-2.389830508474576,-2.593220338983051,-1.5539581368489537,-1.9638777523808995
-2.389830508474576,-2.4915254237288136,-1.5640097440438625,-2.0130137901095893
-2.389830508474576,-2.389830508474576,-1.5743895165713933,-2.062652619767219
-2.389830508474576,-2.288135593220339,-1.5851021971004888,-2.112759315652979
-2.389830508474576,-2.1864406779661016,-1.5961516320684166,-2.1632943165263105
-2.389830508474576,-2.084745762711864,-1.6075406442684046,-2.2142132356925934
-2.389830508474576,-1.9830508474576272,-1.6192709019866847,-2.265466710389366
-2.389830508474576,-1.8813559322033897,-1.6313427868359005,-2.317000299955123
-2.389830508474576,-1.7796610169491525,-1.6437552628748007,-2.3687544426045974
-2.389830508474576,-1.6779661016949152,-1.6565057500375797,-2.420664480653352
-2.389830508474576,-1.5762711864406778,-1.6695900052948174,-2.4726607636521414
-2.389830508474576,-1.4745762711864405,-1.6830020153022427,-2.524668838036151
-2.389830508474576,-1.3728813559322033,-1.6967339045309497,-2.576609730508201
-2.389830508474576,-1.271186440677966,-1.7107758629794083,-2.6284003304240144
-2.389830508474576,-1.1694915254237288,-1.7251160975116253,-2.679953873929463
-2.389830508474576,-1.0677966101694913,-1.7397408106195176,-2.7311805295524696
-2.389830508474576,-0.9661016949152543,-1.7546342099518872,-2.781988081460484
-2.389830508474576,-0.8644067796610169,-1.76977855127988,-2.832282702791545
-2.389830508474576,-0.7627118644067794,-1.7851542166870686,-2.881969807532875
-2.389830508474576,-0.6610169491525424,-1.8007398287055953,-2.9309549655743248
-2.389830508474576,-0.5593220338983049,-1.8165123999102457,-2.9791448620484346
