z_re,z_im,w_re,w_im
-2.7966101694915255,-1.9830508474576272,2.114208758608057,-1.3795053372895354
-2.7966101694915255,-1.8813559322033897,2.1160515885234132,-1.3990410696717477
-2.7966101694915255,-1.7796610169491525,2.1183489442069945,-1.4187138263542236
-2.7966101694915255,-1.6779661016949152,2.1211149801573494,-1.4385052566509935
-2.7966101694915255,-1.5762711864406778,2.1243629235862094,-1.45839557143527
-2.7966101694915255,-1.4745762711864405,2.128104910047595,-1.478363585958828
-2.7966101694915255,-1.3728813559322033,2.1323518182361214,-1.4983867838854308
-2.7966101694915255,-1.271186440677966,2.137113107009066,-1.518441403513401
-2.7966101694915255,-1.1694915254237288,2.142396657986105,-1.5385025466790228
-2.7966101694915255,-1.0677966101694913,2.148208627297186,-1.5585443102679082
-2.7966101694915255,-0.9661016949152543,2.1545533101606558,-1.5785399396309057
-2.7966101694915255,-0.8644067796610169,2.1614330219614493,-1.5984620025258804
-2.7966101694915255,-0.7627118644067794,2.168847999348273,-1.6182825815138022
-2.7966101694915255,-0.6610169491525424,2.1767963245714688,-1.6379734820586607
-2.7966101694915255,-0.5593220338983049,2.1852738758395978,-1.6575064529501606
-2.7966101694915255,-0.45762711864406747,2.194274305891768,-1.6768534151209564
-2.7966101694915255,-0.35593220338983045,2.203789050282584,-1.6959866944994517
-2.7966101694915255,-0.254237288135593,2.213807366084178,-1.7148792542532383
-2.7966101694915255,-0.15254237288135553,-0.25588339972613994,2.7727694414862305
-2.7966101694915255,-0.05084745762711851,-0.24489850969390647,2.754435758255544
-2.7966101694915255,0.05084745762711895,-0.23345451377488935,2.736417867886189
-2.7966101694915255,0.15254237288135597,-0.2215698966106301,2.7187381122901133
-2.7966101694915255,0.25423728813559343,-0.2092647062934999,2.7014172050724405
-2.7966101694915255,0.3559322033898309,-0.1965603649684956,2.6844740949175288
-2.7966101694915255,0.4576271186440679,-0.183479466103751,2.6679258559373826
-2.7966101694915255,0.5593220338983054,-0.17004556289175132,2.651787606208804
-2.7966101694915255,0.6610169491525424,-0.1562829522863728,2.6360724549004937
-2.7966101694915255,0.7627118644067798,-0.14221645905935487,2.6207914775976464
-2.7966101694915255,0.8644067796610173,-0.12787122399027795,2.605953718703433
-2.7966101694915255,0.9661016949152543,-0.11327249991027566,2.591566219161937
-2.7966101694915255,1.0677966101694913,-0.09844545882993705,2.577634067225674
-2.7966101694915255,1.1694915254237293,-0.08341501282692132,2.5641604695944418
-2.7966101694915255,1.2711864406779663,-0.06820565077952967,2.551146839984747
