# re(psi_t) im(psi_t) re(psi_t+dt) im(psi_t+dt)
-0.6411672671296018 -0.7674011568674873 -0.6968659733660458 -0.7172013769957456
-0.6694872983430035 -0.7428235035036158 -0.723264795448634 -0.6905708042370786
-0.6968659733660458 -0.7172013769957456 -0.7486466455973987 -0.6629692300821833
-0.723264795448634 -0.6905708042370786 -0.7729758347681769 -0.6344354646963236
-0.7486466455973999 -0.662969230082182 -0.7962181540478327 -0.6050096289850782
-0.7729758347681769 -0.6344354646963236 -0.8183409227549167 -0.5747330981809134
-0.7962181540478327 -0.6050096289850782 -0.8393130343914846 -0.5436484436660869
-0.8183409227549167 -0.5747330981809134 -0.8591050003814804 -0.5117993731136612
-0.8393130343914846 -0.5436484436660869 -0.8776889915341967 -0.4792306690307757
-0.8591050003814813 -0.5117993731136598 -0.895038877174476 -0.44598812579064606
-0.8776889915341967 -0.4792306690307757 -0.9111302618846769 -0.4121184852417566
-0.895038877174476 -0.44598812579064606 -0.9259405198067056 -0.3776693709848444
-0.9111302618846769 -0.4121184852417566 -0.9394488264558977 -0.3426892214100652
-0.9259405198067056 -0.3776693709848444 -0.9516361880020265 -0.3072272215884711
-0.9394488264558982 -0.3426892214100635 -0.9624854679762374 -0.27133323411363275
-0.9516361880020265 -0.3072272215884711 -0.9719814113663893 -0.23505772899056523
-0.9624854679762374 -0.27133323411363275 -0.9801106660669001 -0.19845171267060738
-0.9719814113663893 -0.23505772899056523 -0.9868618016529436 -0.1615666563320115
-0.9801106660669001 -0.19845171267060738 -0.9922253254526034 -0.1244544235070617
-0.9868618016529438 -0.16156665633200976 -0.9961936958943759 -0.0871671971575525
-0.9922253254526034 -0.1244544235070617 -0.998761333111264 -0.04975740630107862
-0.9961936958943759 -0.0871671971575525 -0.9999246267865454 -0.01227765229137559
-0.998761333111264 -0.04975740630107862 -0.9996819412301848 0.02521936514365872
-0.9999246267865454 -0.01227765229137559 -0.9980336176787546 0.06268092200229182
-0.9996819412301848 0.025219365143660497 -0.9949819738156265 0.10005434414337087
-0.9980336176787546 0.06268092200229182 -0.9905313005121108 0.13728708135067327
-0.9949819738156265 0.10005434414337087 -0.9846878557941267 0.1743267812229814
-0.9905313005121108 0.13728708135067327 -0.9774598560428847 0.2111213627860129
-0.9846878557941267 0.1743267812229814 -0.9688574644419518 0.2476190897227277
-0.9774598560428842 0.21112136278601462 -0.9588927766869538 0.283768643118974
-0.9688574644419518 0.2476190897227277 -0.9475798039779932 0.31951919362227366
-0.9588927766869538 0.283768643118974 -0.934934453318708 0.354820472912216
-0.9475798039779932 0.31951919362227366 -0.9209745051496728 0.38962284438199357
-0.934934453318708 0.354820472912216 -0.9057195883475772 0.42387737293171873
-0.9209745051496722 0.3896228443819952 -0.8891911526253609 0.4575358937753214
-0.9057195883475772 0.42387737293171873 -0.8714124383720832 0.49055108016436005
-0.8891911526253609 0.4575358937753214 -0.8524084439749572 0.5228765099334568
-0.8714124383720832 0.49055108016436005 -0.8322058906694917 0.5544667307738111
-0.8524084439749572 0.5228765099334568 -0.8108331849671466 0.5852773241430363
-0.8322058906694908 0.5544667307738126 -0.7883203787133706 0.6152649677213939
-0.8108331849671466 0.5852773241430363 -0.7646991268321347 0.6443874963266829
-0.7883203787133706 0.6152649677213939 -0.7400026428164158 0.6726039612020733
-0.7646991268321347 0.6443874963266829 -0.7142656520272003 0.6998746875935423
-0.7400026428164158 0.6726039612020733 -0.6875243428666539 0.7261613305359738
-0.7142656520271989 0.6998746875935437 -0.6598163158941621 0.7514269287694282
-0.6875243428666539 0.7261613305359738 -0.6311805309567257 0.7756359567098382
