# re(dw) im(dw) re(|dw|^2) im(|dw|^2)
0.0555842570465751 0.18015693810419336 0.035546131978497895 0.0
0.09601248665475282 0.23210454374439804 0.06309091682042427 0.0
0.14470517488547974 0.2779021347657869 0.09816918414601886 0.0
0.1996625143900973 0.31687602704370366 0.14027553616757782 0.0
0.2588571098891884 0.34875537136056506 0.188637312393029 0.0
0.3203742172253604 0.37362743583051117 0.24223709986804515 0.0
0.3825148462686081 0.3918679945049567 0.2998781327332336 0.0
0.4438579936713076 0.40406081920802167 0.3602750641649761 0.0
0.5032852175441929 0.41091820467551043 0.4221497811322502 0.0
0.5599750827186241 0.41321090144438405 0.4843153423382104 0.0
0.6133766865319732 0.41171201179143596 0.545737740234294 0.0
0.6631711312621276 0.40715615992746296 0.6055720879063677 0.0
0.7092282615106692 0.40021296384068716 0.6631751433515933 0.0
0.751563972535401 0.3914725386164548 0.7180991533040046 0.0
0.7903014384090261 0.38144026749853455 0.7700730412207293 0.0
0.8256379902529629 0.3705381320015445 0.8189765982161458 0.0
0.8578181915100898 0.3591102557297249 0.8648122254559094 0.0
0.8871128886207268 0.3474308042512587 0.9076774408996865 0.0
0.9138035838744899 0.33571287582539133 0.9477401248968166 0.0
0.9381712896818694 0.32411745007110776 0.9852174902239391 0.0
0.9604889952079299 0.3127618078871932 1.0203590583884041 0.0
0.9810169402698957 0.30172709415391774 1.0534334764430753 0.0
1.0 0.29106487545360354 1.0847187617228218 0.0
1.0176666061351618 0.2808026634542374 1.1144954570456522 0.0
1.03422874879669 0.27094844617866676 1.1430421653242007 0.0
1.0498827070105106 0.2614943076719781 1.1706329714245647 0.0
1.0648102434032636 0.252419232421125 1.1975363233525873 0.0
1.0791800682173711 0.2436911924250166 1.2240150169031763 0.0
1.0931494314570913 0.23526860789654644 1.250326997356541 0.0
1.106865741744522 0.2271012612117905 1.2767267530916369 0.0
1.1204681385693034 0.21913073057008203 1.3034671266291376 0.0
1.1340889630819844 0.21129039662185195 1.33080140788899 0.0
1.1478550830711673 0.2035050631889182 1.3589856024758422 0.0
1.1618890315372188 0.19569022293741006 1.3882807849597893 0.0
1.1763099162007273 0.18775099113050214 1.418955453622648 0.0
1.1912340498928629 0.1795807260900193 1.4512877988071702 0.0
1.2067752393318205 0.17105935462095942 1.4855677810677117 0.0
1.2230446523914151 0.16205142560653565 1.522098886284348 0.0
1.2401501616798303 0.1524039269103675 1.5611993804522097 0.0
1.2581950352963185 0.14194392182722743 1.6032028237879983 0.0
1.2772758146944603 0.1304760944392401 1.6484575180235146 0.0
1.2974791861795045 0.1177803418428178 1.6973244474936404 0.0
1.318877619663399 0.10360961931650374 1.750173128863904 0.0
1.3415235210692638 0.08768833624971488 1.8073746018963184 0.0
1.3654416316100464 0.06971171954501532 1.8692905731758285 0.0
1.3906194208413571 0.04934670864386742 1.9362574712751341 0.0
1.4169952792183236 0.026235119238363584 2.008563902808466 0.0
1.4444444444444444 -5.442874662877125e-17 2.0864197530864197 0.0
1.4727628245717481 -0.029743715797827218 2.1699150260700155 0.0
1.5016492429489405 -0.06337303705970052 2.2589665906752967 0.0
1.5306871551021335 -0.10123398902207907 2.3532514873279853 0.0
1.5593275879114112 -0.14361091572539372 2.4521266215371065 0.0
1.5868759020687733 -0.1906875398265988 2.554536866411704 0.0
1.6124858901932195 -0.2425003189209013 2.6589171507489584 0.0
1.635165512152793 -0.2988862026769905 2.7630992142845767 0.0
1.6537989420793524 -0.35942901000683586 2.8642401540572795 0.0
1.6671891681623507 -0.4234111212282557 2.9587967000176394 0.0
1.6741237344470496 -0.48977956221357377 3.0425742978010555 0.0
1.673463061223627 -0.5571370971990506 3.1108803623553367 0.0
1.664246192196017 -0.623768693723319 3.158802771508238 0.0
1.6458034201089675 -0.6877107925278835 3.1816150318017042 0.0
1.6178603121023247 -0.7468648188909841 3.175279047172894 0.0
1.3594165233813926 -0.9077825144848952 2.6720823776468716 0.0
1.29443022896398 -0.9061630685291816 2.496681124421964 0.0
1.229432165723568 -0.8935792881429523 2.3099873943138083 0.0
1.1661891516220082 -0.8711940419920206 2.1189761961632536 0.0
1.1061790880198916 -0.840494027010409 1.9300623842126932 0.0
1.0505294153936255 -0.8031420589082846 1.7486492193947112 0.0
0.9999999999999998 -0.7608382387332475 1.5788748255187097 0.0
0.9550031110358757 -0.7152050694747041 1.4235492334905173 0.0
0.9156493295466326 -0.6677043098834778 1.2842427401361691 0.0
0.8818075174510126 -0.6195866914293083 1.161472166029435 0.0
0.8531685352961963 -0.5718707980340242 1.0549327592635287 0.0
0.8293051393991857 -0.525344762351551 0.9637341335641105 0.0
0.8097234589218587 -0.4805836840286621 0.88661275728294 0.0
0.79390402511266 -0.4379762406878887 0.8221067884971784 0.0
0.7813322135677581 -0.3977552269181455 0.7686892484993981 0.0
0.77151913695203 -0.3600282309916288 0.7248621057941669 0.0
0.7640146063692841 -0.32480602928859065 0.689217275407833 0.0
0.758413933549879 -0.2920273890904539 0.6604716905815876 0.0
0.7543602364888694 -0.2615797798223149 0.6374833476074337 0.0
0.7515436677653683 -0.23331602593447676 0.6192542525160797 0.0
0.7496986969252999 -0.20706724607405333 0.6049249805681852 0.0
0.7486002999381878 -0.18265257362269846 0.5937643717185399 0.0
0.7480596671932691 -0.15988619702884654 0.5851568616816517 0.0
0.7479198465688688 -0.13858223707423187 0.5785891333240988 0.0
0.7480515893103208 -0.1185579227787581 0.5736371613233108 0.0
0.748349558188008 -0.0996354583396887 0.5699542857987466 0.0
0.7487289822271187 -0.0816429027668978 0.5672606523990622 0.0
0.7491227927466866 -0.06441431863358071 0.5653341630576235 0.0
0.749479244949792 -0.047789389893325644 0.5640029643968867 0.0
0.7497600125099544 -0.03161266208197938 0.5631394367628364 0.0
0.7499387353488609 -0.015732521258553168 0.5626556190017997 0.0
0.75 0.0 0.5625 0.0
0.7499387353488609 0.015732521258553168 0.5626556190017997 0.0
0.7497600125099544 0.03161266208197938 0.5631394367628364 0.0
0.749479244949792 0.047789389893325644 0.5640029643968867 0.0
0.7491227927466866 0.06441431863358071 0.5653341630576235 0.0
0.7487289822271187 0.0816429027668978 0.5672606523990622 0.0
0.748349558188008 0.09963545833968897 0.5699542857987466 0.0
0.7480515893103208 0.1185579227787581 0.5736371613233108 0.0
0.7479198465688688 0.13858223707423153 0.5785891333240987 0.0
0.7480596671932691 0.1598861970288462 0.5851568616816516 0.0
0.7486002999381878 0.18265257362269846 0.5937643717185399 0.0
0.7496986969253 0.20706724607405377 0.6049249805681856 0.0
0.7515436677653683 0.23331602593447676 0.6192542525160797 0.0
0.7543602364888694 0.26157977982231445 0.6374833476074335 0.0
0.758413933549879 0.29202738909045345 0.6604716905815873 0.0
0.7640146063692842 0.32480602928859104 0.6892172754078334 0.0
0.7715191369520301 0.3600282309916293 0.7248621057941673 0.0
0.7813322135677583 0.3977552269181462 0.768689248499399 0.0
0.7939040251126599 0.4379762406878881 0.8221067884971779 0.0
0.8097234589218585 0.4805836840286615 0.886612757282939 0.0
0.8293051393991854 0.5253447623515503 0.9637341335641091 0.0
0.8531685352961966 0.5718707980340252 1.0549327592635303 0.0
0.8818075174510126 0.6195866914293083 1.161472166029435 0.0
0.9156493295466326 0.6677043098834778 1.2842427401361691 0.0
0.9550031110358751 0.7152050694747034 1.4235492334905153 0.0
0.9999999999999993 0.760838238733247 1.578874825518708 0.0
1.0505294153936262 0.8031420589082852 1.7486492193947134 0.0
1.1061790880198916 0.840494027010409 1.9300623842126932 0.0
1.166189151622009 0.8711940419920206 2.118976196163256 0.0
1.229432165723569 0.8935792881429528 2.3099873943138114 0.0
1.29443022896398 0.9061630685291816 2.496681124421964 0.0
1.3594165233813926 0.9077825144848952 2.6720823776468716 0.0
1.6178603121023256 0.7468648188909829 3.1752790471728947 0.0
1.645803420108968 0.6877107925278823 3.1816150318017042 0.0
1.664246192196017 0.6237686937233188 3.1588027715082374 0.0
1.6734630612236268 0.5571370971990499 3.110880362355336 0.0
1.6741237344470496 0.48977956221357416 3.042574297801056 0.0
1.6671891681623507 0.4234111212282562 2.95879670001764 0.0
1.653798942079352 0.3594290100068343 2.864240154057277 0.0
1.6351655121527928 0.29888620267699 2.7630992142845763 0.0
1.6124858901932195 0.24250031892090096 2.658917150748958 0.0
1.5868759020687733 0.1906875398265988 2.554536866411704 0.0
1.5593275879114117 0.14361091572539408 2.452126621537108 0.0
1.5306871551021328 0.10123398902207824 2.353251487327983 0.0
1.50164924294894 0.0633730370597 2.258966590675295 0.0
1.4727628245717477 0.02974371579782699 2.1699150260700146 0.0
1.4444444444444444 5.442874662877125e-17 2.0864197530864197 0.0
1.4169952792183238 -0.02623511923836342 2.0085639028084668 0.0
1.3906194208413576 -0.049346708643867115 1.9362574712751355 0.0
1.3654416316100462 -0.06971171954501558 1.869290573175828 0.0
1.3415235210692638 -0.08768833624971488 1.8073746018963184 0.0
1.318877619663399 -0.10360961931650374 1.750173128863904 0.0
1.2974791861795048 -0.1177803418428177 1.697324447493641 0.0
1.2772758146944603 -0.1304760944392399 1.6484575180235146 0.0
1.2581950352963183 -0.1419439218272276 1.6032028237879976 0.0
1.2401501616798303 -0.1524039269103675 1.5611993804522097 0.0
1.2230446523914151 -0.16205142560653565 1.522098886284348 0.0
1.2067752393318205 -0.17105935462095934 1.4855677810677117 0.0
1.191234049892863 -0.17958072609001913 1.4512877988071706 0.0
1.1763099162007276 -0.1877509911305021 1.4189554536226485 0.0
1.161889031537219 -0.19569022293740979 1.38828078495979 0.0
1.1478550830711678 -0.20350506318891798 1.3589856024758429 0.0
1.134088963081984 -0.21129039662185217 1.330801407888989 0.0
1.120468138569303 -0.21913073057008223 1.3034671266291367 0.0
1.1068657417445218 -0.2271012612117906 1.2767267530916364 0.0
1.0931494314570913 -0.23526860789654644 1.250326997356541 0.0
1.0791800682173711 -0.2436911924250166 1.2240150169031763 0.0
1.0648102434032636 -0.252419232421125 1.1975363233525873 0.0
1.0498827070105108 -0.261494307671978 1.1706329714245651 0.0
1.0342287487966901 -0.27094844617866665 1.143042165324201 0.0
1.0176666061351625 -0.28080266345423704 1.1144954570456536 0.0
1.0000000000000007 -0.29106487545360327 1.0847187617228229 0.0
0.9810169402698957 -0.30172709415391774 1.0534334764430753 0.0
0.9604889952079295 -0.3127618078871935 1.0203590583884037 0.0
0.938171289681869 -0.32411745007110804 0.9852174902239386 0.0
0.9138035838744899 -0.33571287582539133 0.9477401248968166 0.0
0.8871128886207268 -0.3474308042512587 0.9076774408996865 0.0
0.8578181915100898 -0.3591102557297249 0.8648122254559094 0.0
0.8256379902529634 -0.37053813200154423 0.8189765982161462 0.0
0.7903014384090268 -0.38144026749853427 0.7700730412207302 0.0
0.7515639725354021 -0.39147253861645454 0.7180991533040062 0.0
0.7092282615106692 -0.40021296384068716 0.6631751433515933 0.0
0.6631711312621276 -0.40715615992746296 0.6055720879063677 0.0
0.6133766865319724 -0.4117120117914361 0.5457377402342932 0.0
0.559975082718623 -0.41321090144438427 0.4843153423382093 0.0
0.5032852175441929 -0.41091820467551043 0.4221497811322502 0.0
0.4438579936713076 -0.40406081920802167 0.3602750641649761 0.0
0.3825148462686081 -0.3918679945049567 0.2998781327332336 0.0
0.32037421722536163 -0.3736274358305113 0.24223709986804604 0.0
0.2588571098891891 -0.3487553713605656 0.18863731239302972 0.0
0.1996625143900973 -0.31687602704370366 0.14027553616757782 0.0
0.14470517488547974 -0.2779021347657869 0.09816918414601886 0.0
0.09601248665475282 -0.23210454374439804 0.06309091682042427 0.0
0.055584257046575214 -0.1801569381041942 0.03554613197849821 0.0
