# re(E) im(E) re(|E|^2) im(|E|^2)
-0.8429961986023994 0.5478667065029684 1.0108005189525058 0.0
-0.8938429216649331 0.4612457355004026 1.011702797127811 0.0
-0.9358419889526673 0.3699597780124131 1.0126704656338783 0.0
-0.9685726640655818 0.27490789595472526 1.0137073568333526 0.0
-0.9917051956668156 0.17702614641855058 1.014817451628359 0.0
-1.0050039444140177 0.0772783983029218 1.016004879131999 0.0
-1.0083295833062023 -0.023353098137890084 1.0172739157630974 0.0
-1.0016403543719523 -0.12387729500452713 1.0186289837240088 0.0
-0.9849923742244704 -0.22330398908382715 1.020074648821109 0.0
-0.9585389905837172 -0.3206534283588814 1.0216156175875557 0.0
-0.9225292013069488 -0.4149657894381109 1.0232567336680316 0.0
-0.8773051566702935 -0.5053104347875259 1.0250029734254467 0.0
-0.8232987745040703 -0.590794861716066 1.0268594407300093 0.0
-0.7610275062074403 -0.6705732590011011 1.0288313608916735 0.0
-0.6910892995652385 -0.7438545917880371 1.0309240736977192 0.0
-0.6141568115814339 -0.8099101408837349 1.0331430255181842 0.0
-0.5309709311594718 -0.8680804287084208 1.0354937604429524 0.0
-0.44233367734018225 -0.9177814708885538 1.0379819104156458 0.0
-0.34910054390525486 -0.9585102996713226 1.0406131843309534 0.0
-0.2521723654326544 -0.9898497129240748 1.0433933560637734 0.0
-0.15248678332687565 -1.0114722103503937 1.0463282514004886 0.0
-0.05100939293088535 -1.0231430866099478 1.0494237338449086 0.0
0.05127534543954223 -1.0247226591736598 1.052685689273881 0.0
0.15337334780048154 -1.016167616884544 1.056120009420341 0.0
0.254290216317092 -0.9975314832375327 1.0597325741646655 0.0
0.3530405344927451 -0.9689641962548015 1.0635292326186365 0.0
0.4486570660027276 -0.9307108144402174 1.0675157829901487 0.0
0.5401997775321459 -0.8831093655800996 1.0716979512210658 0.0
0.6267646086775083 -0.8265878620598476 1.0760813683953399 0.0
0.7074919152186802 -0.7616605128401674 1.080671546919743 0.0
0.7815745157938616 -0.68892316824661 1.0854738554853562 0.0
0.8482652761450683 -0.6090480392471849 1.0904934928243093 0.0
0.9068841695761015 -0.5227777379112246 1.0957354602833123 0.0
0.9568247570123799 -0.4309186902553506 1.1012045332431868 0.0
0.9975600350097422 -0.3343339766960498 1.106905231422033 0.0
1.0286476051706344 -0.2339356588584489 1.1128417881088177 0.0
1.04973412364135 -0.13067665456017585 1.1190181183841126 0.0
1.060558994641835 -0.025542225426347688 1.1254377863954301 0.0
1.0609572772877682 0.08045885617058646 1.1321039717661534 0.0
1.050861780280565 0.18630339227968234 1.139019435229356 0.0
1.0303043243516925 0.2909630265396981 1.1461864835909386 0.0
0.9994161576498289 0.3934136219918861 1.1536069341403223 0.0
0.9584275145584333 0.49264467720541555 1.161282078641484 0.0
0.9076663137404493 0.5876687076517512 1.169212647052255 0.0
0.8475559965460214 0.6775305187623089 1.1773987711354428 0.0
0.7786125123127385 0.7613162968250781 1.1858399481414048 0.0
0.7014404625634324 0.8381624438238625 1.1945350047579915 0.0
0.6167284216918304 0.9072640825127347 1.2034820615401705 0.0
0.5252434574474529 0.9678831584734714 1.2126784980479373 0.0
0.42782488040975664 1.019356066661425 1.2221209189370739 0.0
0.32537725769257453 1.0611007310520513 1.2318051212627377 0.0
0.21886273234901132 1.092623067511933 1.2417260632704612 0.0
0.10929269634821565 1.113522761997965 1.25187783496264 0.0
-0.0022811284505077547 1.1234982987053008 1.262253630740713 0.0
-0.11477614022853 1.1223511759105957 1.2728457244336562 0.0
-0.22708877020641205 1.109989251064156 1.2836454470318266 0.0
-0.33810478413405337 1.086429161241985 1.2946431674512977 0.0
-0.44670989104370196 1.0517977704392436 1.3058282766572398 0.0
-0.5518005715724539 1.0063326014234772 1.3171891754754301 0.0
-0.6522950320022272 0.9503812170089397 1.32871326641818 0.0
-0.747144184444246 0.8843995236859092 1.3403869498447207 0.0
-0.8353425484552637 0.80894897954461 1.3521956247660003 0.0
-0.9159389649659179 0.7246926983535813 1.3641236945898316 0.0
-0.9880470098848246 0.6323904524435534 1.376154578084105 0.0
-1.0508549922733157 0.5328925886401134 1.3882707258133116 0.0
-1.1036354207195698 0.42713288378430747 1.4004536422767604 0.0
-1.1457538216238947 0.3161203792543444 1.41268391394567 0.0
-1.1766767946723629 0.20093024720118208 1.424941243360754 0.0
-1.1959791939395932 0.08269375475702423 1.4372044894122138 0.0
-1.2033503279159417 -0.03741259393387637 1.4494517138802654 0.0
-1.1985990783655518 -0.15817864460196474 1.461660234266865 0.0
-1.181657846324014 -0.2783728024058099 1.473806682898371 0.0
-1.1525852437376012 -0.39675474558387896 1.485867072224994 0.0
-1.1115674611923914 -0.5120885132521313 1.4978168661864768 0.0
-1.0589182558037291 -0.6231558272058917 1.509631057455071 0.0
-0.9950775185166474 -0.7287694988471387 1.5212842503071584 0.0
-0.9206083966475771 -0.8277867653184934 1.5327507488144771 0.0
-0.8361929652789503 -0.9191223938102808 1.5440046499855447 0.0
-0.7426264598657079 -1.0017613900204267 1.5550199414283312 0.0
-0.640810101856542 -1.0747711460612717 1.565770603047251 0.0
-0.5317425689732289 -1.1373128648589623 1.5762307122319494 0.0
-0.41651018170413795 -1.1886521023746943 1.5863745519429948 0.0
-0.29627589720974123 -1.228168275841591 1.5961767210511437 0.0
-0.17226722085368443 -1.2553629956560726 1.6056122462432405 0.0
-0.04576316360332421 -1.2698670905361231 1.614656694769663 0.0
0.08191960976730098 -1.2714462099561477 1.623286287276279 0.0
0.20944128173552043 -1.2600049045316353 1.6314780099387929 0.0
0.3354538594190724 -1.2355891037478435 1.6392097250995499 0.0
0.45861644467933493 -1.1983869309478918 1.646460279597021 0.0
0.5776106052035912 -1.1487278175149886 1.653209609976408 0.0
0.6911556495004882 -1.0870799013596735 1.659438843776599 0.0
0.7980236063709295 -1.0140457187813312 1.665130396104011 0.0
0.8970537101211137 -0.9303562231133784 1.6702680607278455 0.0
0.9871661966254958 -0.8368631878650972 1.6748370949637799 0.0
1.0673752223251953 -0.7345300759125925 1.678824297653919 0.0
1.1368007283004258 -0.6244214792391669 1.682218079599608 0.0
1.1946790845611273 -0.5076912553631102 1.6850085258599838 0.0
1.2403723654755712 -0.38556950651842126 1.6871874493923227 0.0
1.2733761255628624 -0.25934856549863416 1.688748435579686 0.0
1.2933255654201272 -0.13036816749856542 1.6896868772662257 0.0
1.3 0.0 1.6900000000000002 0.0
1.2933255654201272 0.13036816749856542 1.6896868772662257 0.0
1.2733761255628624 0.25934856549863416 1.688748435579686 0.0
1.2403723654755712 0.38556950651842126 1.6871874493923227 0.0
1.1946790845611273 0.5076912553631102 1.6850085258599838 0.0
1.1368007283004251 0.6244214792391682 1.682218079599608 0.0
1.0673752223251944 0.7345300759125937 1.678824297653919 0.0
0.9871661966254949 0.8368631878650983 1.67483709496378 0.0
0.8970537101211127 0.9303562231133794 1.6702680607278455 0.0
0.7980236063709284 1.014045718781332 1.665130396104011 0.0
0.6911556495004871 1.0870799013596741 1.659438843776599 0.0
0.57761060520359 1.1487278175149893 1.6532096099764082 0.0
0.45861644467933355 1.1983869309478925 1.6464602795970211 0.0
0.33545385941907097 1.235589103747844 1.63920972509955 0.0
0.20944128173551896 1.2600049045316355 1.6314780099387929 0.0
0.08191960976729952 1.2714462099561479 1.6232862872762794 0.0
-0.045763163603322804 1.2698670905361231 1.6146566947696628 0.0
-0.17226722085368443 1.2553629956560726 1.6056122462432405 0.0
-0.29627589720974123 1.228168275841591 1.5961767210511437 0.0
-0.41651018170413795 1.1886521023746943 1.5863745519429948 0.0
-0.5317425689732289 1.1373128648589623 1.5762307122319494 0.0
-0.640810101856542 1.0747711460612717 1.565770603047251 0.0
-0.7426264598657079 1.0017613900204267 1.5550199414283312 0.0
-0.8361929652789503 0.9191223938102808 1.5440046499855447 0.0
-0.9206083966475771 0.8277867653184934 1.5327507488144771 0.0
-0.9950775185166474 0.7287694988471387 1.5212842503071584 0.0
-1.0589182558037291 0.6231558272058917 1.509631057455071 0.0
-1.1115674611923914 0.5120885132521313 1.4978168661864768 0.0
-1.1525852437376012 0.39675474558387896 1.485867072224994 0.0
-1.181657846324014 0.2783728024058099 1.473806682898371 0.0
-1.198599078365552 0.15817864460196324 1.461660234266865 0.0
-1.2033503279159417 0.037412593933875214 1.4494517138802654 0.0
-1.195979193939593 -0.08269375475702571 1.4372044894122138 0.0
-1.1766767946723626 -0.2009302472011832 1.424941243360754 0.0
-1.1457538216238943 -0.31612037925434583 1.4126839139456702 0.0
-1.1036354207195693 -0.42713288378430847 1.4004536422767604 0.0
-1.0508549922733148 -0.5328925886401146 1.388270725813311 0.0
-0.988047009884824 -0.6323904524435542 1.3761545780841047 0.0
-0.9159389649659169 -0.7246926983535824 1.3641236945898314 0.0
-0.8353425484552629 -0.8089489795446108 1.3521956247660003 0.0
-0.7471441844442446 -0.8843995236859103 1.3403869498447203 0.0
