# re(E) im(E) re(|E|^2) im(|E|^2)
-0.652295032002228 -0.9503812170089391 1.3287132664181798 0.0
-0.5518005715724548 -1.0063326014234768 1.3171891754754301 0.0
-0.44670989104370196 -1.0517977704392436 1.3058282766572398 0.0
-0.33810478413405337 -1.086429161241985 1.2946431674512977 0.0
-0.22708877020641205 -1.109989251064156 1.2836454470318266 0.0
-0.11477614022853 -1.1223511759105957 1.2728457244336562 0.0
-0.0022811284505077547 -1.1234982987053008 1.262253630740713 0.0
0.10929269634821565 -1.113522761997965 1.25187783496264 0.0
0.21886273234901132 -1.092623067511933 1.2417260632704612 0.0
0.32537725769257453 -1.0611007310520513 1.2318051212627377 0.0
0.42782488040975664 -1.019356066661425 1.2221209189370739 0.0
0.5252434574474529 -0.9678831584734714 1.2126784980479373 0.0
0.6167284216918304 -0.9072640825127347 1.2034820615401705 0.0
0.7014404625634324 -0.8381624438238625 1.1945350047579915 0.0
0.7786125123127385 -0.7613162968250781 1.1858399481414048 0.0
0.8475559965460214 -0.6775305187623089 1.1773987711354428 0.0
0.9076663137404493 -0.5876687076517512 1.169212647052255 0.0
0.9584275145584333 -0.49264467720541555 1.161282078641484 0.0
0.9994161576498293 -0.3934136219918852 1.1536069341403223 0.0
1.030304324351693 -0.2909630265396972 1.1461864835909392 0.0
1.0508617802805655 -0.18630339227968054 1.1390194352293561 0.0
1.0609572772877682 -0.08045885617058553 1.1321039717661532 0.0
1.060558994641835 0.02554222542634868 1.1254377863954301 0.0
1.0497341236413498 0.1306766545601768 1.1190181183841124 0.0
1.0286476051706337 0.2339356588584516 1.1128417881088177 0.0
0.9975600350097416 0.3343339766960516 1.1069052314220327 0.0
0.9568247570123799 0.4309186902553506 1.1012045332431868 0.0
0.9068841695761015 0.5227777379112246 1.0957354602833123 0.0
0.8482652761450683 0.6090480392471849 1.0904934928243093 0.0
0.7815745157938616 0.68892316824661 1.0854738554853562 0.0
0.7074919152186802 0.7616605128401674 1.080671546919743 0.0
0.6267646086775083 0.8265878620598476 1.0760813683953399 0.0
0.5401997775321459 0.8831093655800996 1.0716979512210658 0.0
0.4486570660027276 0.9307108144402174 1.0675157829901487 0.0
0.3530405344927451 0.9689641962548015 1.0635292326186365 0.0
0.254290216317092 0.9975314832375327 1.0597325741646655 0.0
0.15337334780048154 1.016167616884544 1.056120009420341 0.0
0.05127534543954223 1.0247226591736598 1.052685689273881 0.0
-0.05100939293088535 1.0231430866099478 1.0494237338449086 0.0
-0.15248678332687565 1.0114722103503937 1.0463282514004886 0.0
-0.2521723654326544 0.9898497129240748 1.0433933560637734 0.0
-0.34910054390525486 0.9585102996713226 1.0406131843309534 0.0
-0.44233367734018386 0.9177814708885531 1.037981910415646 0.0
-0.5309709311594718 0.8680804287084208 1.0354937604429524 0.0
-0.6141568115814339 0.8099101408837349 1.0331430255181842 0.0
-0.6910892995652398 0.7438545917880359 1.0309240736977192 0.0
-0.7610275062074415 0.6705732590010997 1.0288313608916733 0.0
-0.8232987745040703 0.590794861716066 1.0268594407300093 0.0
-0.8773051566702944 0.5053104347875244 1.0250029734254467 0.0
-0.9225292013069496 0.4149657894381092 1.0232567336680316 0.0
-0.9585389905837177 0.32065342835887967 1.0216156175875557 0.0
-0.98499237422447 0.2233039890838289 1.020074648821109 0.0
-1.0016403543719523 0.12387729500452713 1.0186289837240088 0.0
-1.0083295833062023 0.023353098137890084 1.0172739157630974 0.0
-1.0050039444140177 -0.0772783983029218 1.016004879131999 0.0
-0.9917051956668156 -0.17702614641855058 1.014817451628359 0.0
-0.9685726640655818 -0.27490789595472526 1.0137073568333526 0.0
-0.9358419889526673 -0.3699597780124131 1.0126704656338783 0.0
-0.8938429216649331 -0.4612457355004026 1.011702797127811 0.0
