# re(z_norm) im(z_norm) re(|z|^2) im(|z|^2)
0.12591150814974536 -1.996032638038631 4.0 0.0
0.18933081148084618 -1.9910182931917033 3.999999999999999 0.0
0.25330354240737285 -1.9838944819228355 3.9999999999999996 0.0
0.3180090441250436 -1.9745557089772565 4.0 0.0
0.3836214144361587 -1.9628638797394995 3.9999999999999996 0.0
0.45030709524827006 -1.948646586728611 4.0 0.0
0.5182216674294905 -1.9316951890519887 3.9999999999999996 0.0
0.5875056367958584 -1.9117628322396825 3.999999999999999 0.0
0.6582789777231437 -1.8885626247195968 4.0 0.0
0.7306341914123579 -1.8617662791927483 4.000000000000001 0.0
0.8046276467105362 -1.8310036455859569 3.9999999999999996 0.0
0.8802690178168162 -1.7958637075991646 4.0 0.0
0.9575087358227287 -1.7558977819973351 4.000000000000001 0.0
1.0362235555287735 -1.7106258337132954 4.0 0.0
1.116200633437689 -1.659546970083493 4.0 0.0
1.197120941120985 -1.6021552522554134 4.000000000000001 0.0
1.2785434074508146 -1.5379618835537052 4.0 0.0
1.3598918645099585 -1.4665245026386804 4.0 0.0
1.4404475756410475 -1.3874836149770668 4.000000000000001 0.0
1.5193506774285632 -1.3006050588081555 3.9999999999999996 0.0
1.5956140107872163 -1.2058258284592902 4.0 0.0
1.668152240144066 -1.1032987372884706 3.9999999999999996 0.0
1.7358276026839414 -0.9934296823432046 3.9999999999999996 0.0
1.7975110354592538 -0.8769002665082277 4.0 0.0
1.8521541099373138 -0.7546689029251946 3.9999999999999996 0.0
1.8988639135575993 -0.6279457283784312 4.0 0.0
1.9369708106492478 -0.49814062140403265 4.0 0.0
1.9660788730977736 -0.36678858319008356 4.0 0.0
1.9860911243366393 -0.2354613467880115 4.0 0.0
1.997206147096822 -0.10567689434623832 3.9999999999999987 0.0
1.9998878347577316 0.021181321678112448 3.9999999999999996 0.0
1.994814590274174 0.14392619785598265 4.0 0.0
1.9828169120159203 0.26160484212577134 3.999999999999999 0.0
1.964812643228947 0.37351208415214376 3.9999999999999996 0.0
1.9417475848215515 0.47918296801918153 4.000000000000001 0.0
1.9145465341024597 0.5783697509001132 3.9999999999999996 0.0
1.8840770172813686 0.6710095326835095 4.0 0.0
1.851125677959259 0.7571880376761597 4.0 0.0
1.8163857587790573 0.8371038019891134 4.0 0.0
1.780453364397409 0.9110355740617085 3.9999999999999996 0.0
1.7438300480188202 0.9793144355245047 4.0 0.0
1.7069294981204919 1.042301150553968 4.0 0.0
1.6700865195006385 1.1003685825132612 4.0 0.0
1.633566962973643 1.1538886330495977 4.0 0.0
1.5975776785111726 1.2032229889438002 4.0 0.0
1.562275910192949 1.2487169336686328 4.0 0.0
1.5277778100823358 1.290695534593663 3.9999999999999996 0.0
1.494165930018031 1.329461610417297 4.0 0.0
1.461495669768612 1.3652949890948831 4.0 0.0
1.429800732485872 1.3984526682669185 4.0 0.0
1.399097677633453 1.4291695800151494 4.0 0.0
1.3693896785452548 1.4576597368020165 4.000000000000001 0.0
1.3406695946907172 1.484117595701846 4.0 0.0
1.3129224634004208 1.5087195249941492 4.000000000000001 0.0
1.2861275061579442 1.5316252929172811 4.0 0.0
1.2602597331196492 1.5529795250025642 3.999999999999999 0.0
1.2352912178264175 1.5729130958705018 4.0 0.0
1.2111921029976493 1.5915444353319612 4.0 0.0
1.1879313882912912 1.6089807384528645 4.0 0.0
1.1654775421464745 1.6253190759823786 4.0 0.0
1.1437989723087245 1.640647406039916 4.0 0.0
1.1228643832941938 1.6550454908338168 4.0 0.0
1.1026430437586368 1.6685857239143238 3.9999999999999987 0.0
1.0831049823635497 1.6813338743923694 4.000000000000001 0.0
1.064221127141844 1.6933497549369247 4.0 0.0
1.045963400434144 1.704687820380096 4.0 0.0
1.0283047790834796 1.715397703541099 4.0 0.0
1.0112193276448613 1.7255246945197493 3.9999999999999996 0.0
0.9946822108054086 1.7351101692708923 4.0 0.0
0.9786696899520396 1.7441919727969104 4.0 0.0
0.9631591078105904 1.752804761815048 3.9999999999999996 0.0
0.9481288642659664 1.7609803112884963 4.000000000000001 0.0
0.9335583858194217 1.7687477887664584 4.0 0.0
0.919428090615265 1.7761340000651886 3.9999999999999996 0.0
0.9057193505499893 1.7831636094423042 4.000000000000001 0.0
0.8924144516416448 1.7898593370712523 4.0 0.0
0.8794965535697326 1.7962421363109604 4.0 0.0
0.8669496490827073 1.8023313529857297 4.0 0.0
0.8547585238006415 1.8081448686402726 4.0 0.0
0.8429087168060966 1.8136992295119663 4.000000000000001 0.0
0.8313864823098438 1.8190097627644728 4.0 0.0
0.8201787525941925 1.8240906813514053 3.9999999999999996 0.0
0.809273102370838 1.8289551787233822 4.0 0.0
0.7986577146387318 1.8336155144544446 3.9999999999999996 0.0
0.7883213480876065 1.8380830917424105 3.9999999999999996 0.0
0.778253306062113 1.8423685276305044 4.000000000000002 0.0
0.7684434070782066 1.846481716702886 3.999999999999999 0.0
0.7588819568659116 1.8504318889230602 4.0 0.0
0.749559721899726 1.8542276622102272 3.9999999999999987 0.0
0.7404679043687116 1.857877090283372 3.9999999999999996 0.0
0.7315981185319655 1.8613877062451252 4.0 0.0
0.7229423684010947 1.864766562326399 3.9999999999999996 0.0
0.7144930266889697 1.8680202661675902 3.9999999999999996 0.0
0.7062428149630666 1.8711550139721307 4.000000000000001 0.0
0.6981847849417548 1.8741766208326889 4.000000000000001 0.0
0.6903123008727341 1.877090548498871 4.0 0.0
0.6826190229342365 1.879901930827326 4.0 0.0
0.6750988916014473 1.8826155971303586 3.9999999999999996 0.0
0.6677461129227278 1.88523609361708 4.0 0.0
0.6605551446525417 1.887767703101486 4.0 0.0
0.6535206831904283 1.8902144631343596 3.999999999999999 0.0
0.64663765127785 1.8925801827002906 3.9999999999999996 0.0
0.6399011864072499 1.8948684576071748 3.9999999999999996 0.0
0.6333066299001211 1.8970826846831297 4.0 0.0
0.6268495166133223 1.899226074884621 4.0 0.0
0.6205255652352106 1.9013016654096535 3.9999999999999996 0.0
0.6143306691354435 1.9033123309009479 4.000000000000001 0.0
0.6082608877344629 1.9052607938160284 3.9999999999999996 0.0
0.6023124383607505 1.9071496340339757 4.000000000000001 0.0
0.5964816885659165 1.9089812977621212 3.9999999999999996 0.0
0.590765148869548 1.9107581058001928 4.0 0.0
0.5851594659075056 1.9124822612141643 4.0 0.0
0.5796614159590293 1.914155856467381 4.0 0.0
0.5742678988295732 1.9157808800522742 3.999999999999999 0.0
0.5689759320677652 1.9173592226621536 4.0 0.0
0.5637826454962659 1.918892682939104 4.000000000000001 0.0
0.5586852760376047 1.9203829728308845 4.000000000000001 0.0
0.5536811628172738 1.921831722586895 4.000000000000001 0.0
0.5487677425275053 1.9232404854207041 4.0 0.0
0.5439425450362155 1.924610741864319 3.9999999999999996 0.0
0.5392031892265915 1.9259439038372512 3.9999999999999987 0.0
0.5345473790537307 1.9272413184515287 3.9999999999999996 0.0
0.5299728998056007 1.92850427157205 4.0 0.0
0.525477614556406 1.929733991150104 4.0 0.0
0.5210594608011979 1.930931650346424 4.0 0.0
0.5167164472612734 1.9320983704588355 4.0 0.0
0.5124466508505641 1.9332352236683565 4.0 0.0
0.5082482137938364 1.9343432356165167 4.0 0.0
0.5041193408880938 1.9354233878256595 3.9999999999999996 0.0
0.5000582968991112 1.936476619973079 4.0 0.0
0.49606340408552757 1.937503832029005 4.0 0.0
0.4921330398434001 1.9385058862676932 4.0 0.0
0.48826563446454546 1.9394836091601637 4.0 0.0
0.4844596690024151 1.9404377931565007 4.0 0.0
0.4807136732396234 1.9413691983650272 3.9999999999999996 0.0
0.4770262237516068 1.942278554135138 4.0 0.0
0.4733959420612269 1.9431665605500636 4.000000000000001 0.0
0.46982149287943503 1.9440338898353955 3.9999999999999996 0.0
0.4663015824274149 1.9448811876887722 4.0 0.0
0.46283495683588377 1.94570907453574 4.0 0.0
0.4594204006174957 1.946518146716454 3.9999999999999996 0.0
0.4560567352085187 1.9473089776075463 4.0 0.0
0.45274281757619 1.9480821186831867 4.000000000000001 0.0
0.449477538888357 1.9488381005190927 4.0 0.0
0.44625982324220803 1.9495774337429723 4.0 0.0
0.44308862644908054 1.9503006099346498 4.0 0.0
0.43996293487250704 1.9510081024789134 4.0 0.0
0.4368817643168192 1.9517003673739017 3.9999999999999996 0.0
0.43384415896378076 1.952377843997675 4.000000000000001 0.0
0.43084919035486385 1.9530409558354271 4.000000000000001 0.0
0.4278959564169139 1.9536901111696436 4.0 0.0
0.4249835805290752 1.954325703735354 4.0 0.0
0.4221112106289646 1.9549481133424873 4.000000000000001 0.0
0.41927801835619294 1.9555577064672123 3.9999999999999996 0.0
0.41648319823143537 1.9561548368140276 4.0 0.0
0.41372596686935037 1.95673984585024 4.0 0.0
0.4110055622237379 1.9573130633143867 3.999999999999999 0.0
0.40832124286341476 1.957874807700042 4.000000000000001 0.0
0.4056722872773632 1.9584253867163672 4.0 0.0
0.4030579932077891 1.9589650977266821 3.9999999999999996 0.0
0.40047767700979386 1.9594942281662477 3.9999999999999996 0.0
0.3979306730364343 1.9600130559403859 3.9999999999999996 0.0
0.3954163330480088 1.960521849803992 4.000000000000001 0.0
0.3929340256444649 1.9610208697234293 3.9999999999999996 0.0
0.39048313571988497 1.96151036722174 3.999999999999999 0.0
0.3880630639380543 1.961990585708048 3.9999999999999996 0.0
0.38567322622817257 1.9624617607919788 4.000000000000001 0.0
0.383313053299811 1.962924120583874 3.9999999999999996 0.0
0.38098199017626844 1.963377885981537 3.9999999999999996 0.0
0.3786794957455156 1.9638232709441859 3.999999999999999 0.0
0.3764050423279633 1.9642604827542818 4.0 0.0
0.3741581152603227 1.96468972226783 3.9999999999999996 0.0
0.3719382124948659 1.9651111841537423 3.9999999999999996 0.0
0.369744844213425 1.9655250571228011 4.000000000000001 0.0
0.36757753245550273 1.9659315241467399 4.0 0.0
0.36543581075989773 1.966330762667933 3.9999999999999987 0.0
0.36331922381927423 1.9667229448001466 4.000000000000001 0.0
0.3612273271471336 1.967108237520787 3.9999999999999987 0.0
0.3591596867566755 1.9674868028550654 4.0 0.0
0.35711587885105023 1.9678587980524522 4.0 0.0
0.3550954895245406 1.9682243757558047 4.0 0.0
0.35309811447422135 1.968583684163503 4.000000000000001 0.0
0.35112335872167116 1.9689368671849314 4.0 0.0
0.34917083634433255 1.969284064589616 3.999999999999999 0.0
0.3472401702161293 1.9696254121503087 4.0 0.0
0.34533099175697146 1.9699610417803055 4.0 0.0
0.343442940690797 1.9702910816652592 3.9999999999999996 0.0
0.34157566481180934 1.9706156563897412 4.0 0.0
0.33972881975859015 1.9709348870587877 4.000000000000001 0.0
0.33790206879577883 1.9712488914146618 4.0 0.0
0.33609508260302584 1.9715577839490437 3.999999999999999 0.0
0.3343075390709357 1.9718616760108545 4.000000000000002 0.0
0.3325391231037333 1.9721606759099015 3.9999999999999996 0.0
0.3307895264283956 1.9724548890165468 4.0 0.0
0.3290584474100018 1.9727444178575488 4.0 0.0
0.32734559087306747 1.9730293622082673 3.9999999999999996 0.0
0.32565066792863684 1.9733098191813754 3.9999999999999996 0.0
0.32397339580691925 1.9735858833122344 3.999999999999999 0.0
0.32231349769525935 1.9738576466410764 4.000000000000001 0.0
0.32067070258124847 1.9741251987921251 3.999999999999999 0.0
