# re(Fk_norm) im(Fk_norm) re(|Fk|^2) im(|Fk|^2)
-0.01279811180366397 0.10130748651736071 0.010426998490204306 0.0
-0.10886261888461157 -0.27495558906068585 0.08745164574612493 0.0
-0.47066064322261547 -0.3893643462114476 0.37312603517939413 0.0
-0.7555376035258263 -0.14412650603232022 0.5916095200826331 0.0
-0.7001438016015462 0.2274905113357083 0.5419532756688473 0.0
-0.35886652418144793 0.3821540333665435 0.274826887396391 0.0
-0.04689679072507036 0.1826509405955559 0.035560675080752335 0.0
-0.04647144130408798 -0.18099431397741295 0.03491853654903364 0.0
-0.3491854545105816 -0.37184474126842293 0.2601989932507418 0.0
-0.6689181815954811 -0.21734469236870196 0.4946902489698507 0.0
-0.7087202996956959 0.1351956276863694 0.5205623209462684 0.0
-0.4334290963535225 0.35856373198145586 0.3164287314583004 0.0
-0.09840705864239108 0.2485478583372024 0.07145998707465702 0.0
-0.01135438706311287 -0.08987922843251245 0.008207197809202739 0.0
-0.24875744940523967 -0.3423852559438676 0.1791079321223481 0.0
-0.5876085959995151 -0.2765076166106728 0.42174032413623613 0.0
-0.713129686282691 0.04486631692117962 0.5105669358517211 0.0
-0.5094964673655489 0.32333629022073396 0.36413300683168054 0.0
-0.16569528796840371 0.30139860992081335 0.11829605051713084 0.0
-3.774758283725532e-15 1.9393171633013007e-15 1.8009751160429528e-29 0.0
-0.16569528796839594 -0.3013986099208046 0.11829605051712297 0.0
-0.5094964673655216 -0.32333629022071897 0.36413300683164296 0.0
-0.7131296862827272 -0.044866316921143956 0.5105669358517695 0.0
-0.5876085959995461 0.2765076166106574 0.42174032413626406 0.0
-0.24875744940522246 0.3423852559438878 0.17910793212235337 0.0
-0.011354387063086668 0.08987922843249396 0.00820719780919882 0.0
-0.09840705864237698 -0.24854785833718096 0.0714599870746436 0.0
-0.43342909635353566 -0.3585637319814703 0.3164287314583222 0.0
-0.7087202996957002 -0.1351956276863443 0.5205623209462676 0.0
-0.6689181815954965 0.21734469236868242 0.4946902489698629 0.0
-0.3491854545105603 0.37184474126840306 0.2601989932507122 0.0
-0.04647144130409653 0.18099431397745114 0.03491853654904825 0.0
-0.04689679072504305 -0.18265094059558046 0.03556067508075875 0.0
-0.3588665241814324 -0.3821540333665465 0.27482688739638217 0.0
-0.700143801601534 -0.22749051133571296 0.5419532756688323 0.0
-0.7555376035258584 0.14412650603232907 0.5916095200826842 0.0
-0.47066064322261725 0.38936434621144517 0.3731260351793939 0.0
-0.10886261888462484 0.27495558906067274 0.0874516457461206 0.0
-0.01279811180364454 -0.10130748651736049 0.010426998490203763 0.0
-0.2857382408959467 -0.39328494875643427 0.2363193932286612 0.0
-0.6879944615602213 -0.32374561928211176 0.5781476051418968 0.0
-0.8512932308373601 0.05355883035340536 0.7275687131783357 0.0
-0.6202843866149452 0.39364444171115726 0.5397086667683675 0.0
-0.20579788724858047 0.3743449672098933 0.18248692487135554 0.0
7.327471962526033e-15 -5.10702591327572e-15 7.977355904047482e-29 0.0
-0.2144390036140682 -0.39006309952768237 0.198133307884137 0.0
-0.6735315278184304 -0.4274361050579817 0.6363463428725671 0.0
-0.9634600855375848 -0.06061577069379687 0.9319296080808932 0.0
-0.8118079197908477 0.3820078102587956 0.8049620657338633 0.0
-0.35165896263892493 0.48401703834787957 0.35793651941533755 0.0
-0.01643624983554587 0.13010631444318965 0.017197803366646624 0.0
-0.14598500639657308 -0.3687160371398549 0.15726313813672635 0.0
-0.6595290075969006 -0.545609845540026 0.7326686154119636 0.0
-0.9822872507286898 -0.18738131458571822 0.9999999999999999 0.0
-0.9510565162951585 0.30901699437493196 0.9999999999999999 0.0
-0.5771999616524133 0.6146555293994138 0.710961215552821 0.0
-0.07917758635544374 0.3083763387284879 0.10136505646866086 0.0
-0.0824932023450271 -0.32128981041368454 0.11003227070879894 0.0
-0.6529519194658269 -0.695323171163605 0.9098205214911195 0.0
-0.9510565162951515 -0.30901699437495356 0.9999999999999999 0.0
-0.9822872507286875 0.18738131458573112 1.0 0.0
-0.77051324277579 0.6374239897486886 0.9999999999999998 0.0
-0.23254897310243483 0.5873516597338153 0.39906099708306453 0.0
-0.02870648195658565 -0.2272352030042718 0.05245989959071639 0.0
-0.5877852522924822 -0.8090169943749409 1.0000000000000002 0.0
-0.9048270524660115 -0.42577929156508965 1.0 0.0
-0.9980267284282716 0.062790519529311 0.9999999999999997 0.0
-0.8443279255020171 0.5358267949789938 1.0000000000000002 0.0
-0.48175367410172487 0.8763066800438584 1.0 0.0
9.237293556306615e-15 3.397282455352979e-14 1.2394804003903003e-27 0.0
-0.48175367410171255 -0.876306680043865 0.9999999999999999 0.0
-0.8443279255020102 -0.5358267949790042 1.0 0.0
-0.9980267284282714 -0.06279051952931487 0.9999999999999999 0.0
-0.9048270524660195 0.4257792915650728 1.0 0.0
-0.5877852522924805 0.8090169943749421 1.0 0.0
-0.12533323356430728 0.9921147013144774 1.0 0.0
0.36812455268467037 0.9297764858882543 0.9999999999999999 0.0
0.7705132427757918 0.6374239897486867 1.0000000000000002 0.0
0.9822872507286883 0.1873813145857259 0.9999999999999997 0.0
0.951056516295158 -0.30901699437493396 1.0 0.0
0.6845471059286908 -0.7289686274214094 0.9999999999999999 0.0
0.10112155722727012 -0.39384246249034227 0.1653374545965247 0.0
0.07098927582289448 0.2764849747878164 0.08148341856527848 0.0
0.35441981097887587 0.3774187647608438 0.2680583264079033 0.0
0.38201666981480187 0.12412474031215898 0.16134368717395225 0.0
0.11777321207867755 -0.022466441752095667 0.014375270488329468 0.0
-0.09563094802676564 0.07911280046932667 0.015404113418597445 0.0
-0.05962422756935171 0.15059360854624892 0.026233483448222697 0.0
-0.011406051067242795 -0.09028819113585695 0.008282055459533588 0.0
-0.3562323644776929 -0.49031178595371905 0.3673071449464934 0.0
-0.9048270524660169 -0.4257792915650781 0.9999999999999999 0.0
-0.9980267284282723 0.06279051952930126 1.0 0.0
-0.8443279255020136 0.535826794978999 1.0 0.0
-0.4817536741017231 0.8763066800438593 1.0 0.0
-3.186340080674199e-14 4.696243394164412e-14 3.220746512694374e-27 0.0
-0.4817536741017127 -0.8763066800438649 0.9999999999999998 0.0
-0.8443279255020129 -0.5358267949790002 1.0 0.0
-0.9980267284282717 -0.06279051952931203 1.0 0.0
-0.9048270524660197 0.4257792915650724 1.0 0.0
-0.5877852522924741 0.8090169943749468 1.0000000000000002 0.0
-0.1253332335643069 0.9921147013144775 1.0 0.0
0.36812455268467537 0.9297764858882525 1.0 0.0
0.7705132427757853 0.6374239897486945 1.0 0.0
0.9822872507286875 0.1873813145857306 0.9999999999999999 0.0
0.9510565162951565 -0.3090169943749384 1.0 0.0
0.6845471059286997 -0.728968627421401 0.9999999999999998 0.0
0.24868988716483795 -0.9685831611286355 1.0000000000000002 0.0
0.24868988716485496 0.9685831611286312 1.0000000000000002 0.0
0.684547105928693 0.7289686274214074 0.9999999999999999 0.0
0.9510565162951522 0.30901699437495184 1.0 0.0
0.982287250728688 -0.18738131458572818 1.0 0.0
0.7705132427757903 -0.6374239897486885 1.0 0.0
0.3681245526846867 -0.9297764858882479 0.9999999999999999 0.0
0.06765117399648901 0.5355141838632296 0.2913521224618041 0.0
0.5877852522924566 0.8090169943749594 1.0 0.0
0.904827052466015 0.4257792915650822 1.0 0.0
0.9980267284282722 -0.06279051952930147 0.9999999999999998 0.0
0.844327925502014 -0.5358267949789983 1.0 0.0
0.48175367410171505 -0.8763066800438637 1.0 0.0
