# re(z) im(z) re(|z|^2) im(|z|^2)
2.1 0.2 4.45 0.0
2.097593691569791 0.20323550930818632 4.441203967157142 0.0
2.09517514871117 0.20654329147389294 4.432419035029742 0.0
2.092744982786128 0.20992526660508862 4.423650180535729 0.0
2.090303857972004 0.21338340730624789 4.414902697166268 0.0
2.0878524945770063 0.21691973969631237 4.406182212581344 0.0
2.085391672547636 0.2205363443895554 4.397494707127734 0.0
2.0829222351780428 0.2242353574311598 4.388846533321374 0.0
2.08044509303174 0.22801897117840203 4.380244436337104 0.0
2.0779612280864486 0.231889435117336 4.3716955755495785 0.0
2.0754716981132075 0.2358490566037736 4.363207547169812 0.0
2.0729776413012186 0.23990020151616925 4.354788408022262 0.0
2.0704802811401795 0.24404529480671616 4.346446700507614 0.0
2.0679809315721522 0.24828682093554474 4.338191478796306 0.0
2.0654810024252224 0.2526273241713824 4.330032336297495 0.0
2.062982005141388 0.25706940874035994 4.321979434447301 0.0
2.060485558811218 0.2616157388028464 4.314043532858936 0.0
2.0579933965278516 0.2662690382362339 4.306236020875493 0.0
2.0555073720728534 0.2710320901994796 4.298568950563746 0.0
2.053029466946253 0.2759077364529301 4.2910550711841955 0.0
2.050561797752809 0.28089887640449435 4.283707865168538 0.0
2.0481066239560692 0.28600846585058914 4.276541585630935 0.0
2.0456663560111834 0.2912395153774464 4.269571295433364 0.0
2.0432435638865822 0.2965950883853363 4.2628129078182475 0.0
2.040840985983567 0.3020782986950218 4.2562832286128565 0.0
2.0384615384615383 0.3076923076923077 4.249999999999999 0.0
2.0361083249749248 0.31344032096288865 4.243981945837512 0.0
2.0337846468259038 0.31932558436581937 4.238248818495339 0.0
2.0314940135346173 0.32535137948984905 4.2328214471629355 0.0
2.0292401538257527 0.33152101843256865 4.227721787561332 0.0
2.027027027027027 0.33783783783783783 4.222972972972974 0.0
2.02485883487123 0.34430519212229727 4.218599366478447 0.0
2.022740033688939 0.3509264458169568 4.214626614261651 0.0
2.020675346973816 0.3577049649449135 4.211081699813994 0.0
2.018669778296383 0.36464410735122527 4.20799299883314 0.0
2.016728624535316 0.3717472118959109 4.205390334572491 0.0
2.0148574893875075 0.37901758641600963 4.203305033353547 0.0
2.0130622971092906 0.38645849435770596 4.201769979904159 0.0
2.0113493064312737 0.3940731399747794 4.200819672131147 0.0
2.009725124578042 0.4018646519852114 4.200490274875421 0.0
2.0081967213114753 0.40983606557377056 4.200819672131147 0.0
2.0067714429025245 0.4179903026249791 4.201847517137602 0.0
2.0054570259208733 0.42633015006821284 4.2036152796725785 0.0
2.004261610714907 0.43485823621499387 4.20616628978953 0.0
2.0031937544357703 0.4435770049680624 4.209545777146913 0.0
2.002262443438914 0.4524886877828054 4.213800904977376 0.0
2.001477104874446 0.46159527326440175 4.218980797636632 0.0
2.00084761725372 0.47089847428894327 4.225136560557543 0.0
2.000384319754035 0.4803996925441967 4.232321291314372 0.0
2.0000980199960794 0.4900999803960007 4.240590080376398 0.0
2.0 0.5 4.25 0.0
2.000102019995919 0.5100999795960008 4.260610079575597 0.0
2.0004163197335556 0.5203996669442131 4.27248126561199 0.0
2.000955616903801 0.5308982798895732 4.2856763644085785 0.0
2.001733102253033 0.5415944540727904 4.300259965337955 0.0
2.0027624309392267 0.5524861878453039 4.316298342541437 0.0
2.0040577096483316 0.5635707844905321 4.333859332732191 0.0
2.0056334789606804 0.5748447919061854 4.353012186709588 0.0
2.00750469043152 0.5863039399624764 4.373827392120075 0.0
2.0096866778282707 0.5979430758191819 4.396376464960536 0.0
2.0121951219512195 0.6097560975609756 4.420731707317073 0.0
2.015046008455608 0.6217358865953743 4.446965928873414 0.0
2.0182555780933065 0.6338742393509127 4.475152129817444 0.0
2.0218402688033086 0.6461617989144481 4.505363142930991 0.0
2.0258166491043204 0.6585879873551107 4.537671232876712 0.0
2.030201342281879 0.6711409395973155 4.572147651006712 0.0
2.035010940919037 0.6838074398249453 4.60886214442013 0.0
2.040261911395932 0.6965728615213151 4.647882418500976 0.0
2.0459704880817253 0.7094211123723042 4.689273552780931 0.0
2.0521525570644323 0.7223345853799481 4.73309737070211 0.0
2.058823529411765 0.7352941176470589 4.779411764705883 0.0
2.0659982041304996 0.7482789583956899 4.828269979048189 0.0
2.0736906211936663 0.761266747868453 4.879719853836784 0.0
2.0819139052338187 0.774233508826262 4.933803034995355 0.0
2.0906801007556677 0.7871536523929471 4.990554156171285 0.0
2.1 0.8 5.050000000000001 0.0
2.109882964889467 0.8127438231469442 5.112158647594279 0.0
2.120336744800264 0.8253549026081215 5.177038626609442 0.0
2.131367292225201 0.8378016085790885 5.244638069705093 0.0
2.142978578714723 0.8500510030601837 5.314943896633799 0.0
2.1551724137931036 0.8620689655172414 5.38793103448276 0.0
2.1679482698357218 0.8738203425375743 5.463561691716183 0.0
2.181303116147309 0.8852691218130312 5.541784702549576 0.0
2.195231265686626 0.8963786303334529 5.622534958766583 0.0
2.2097242380261246 0.9071117561683599 5.705732946298983 0.0
2.2247706422018347 0.9174311926605504 5.7912844036697235 0.0
2.2403560830860534 0.9272997032640949 5.879080118694362 0.0
2.256463094792057 0.9366804046459347 5.968995878606219 0.0
2.273071104387292 0.94553706505295 6.06089258698941 0.0
2.290156428843953 0.9538344143456696 6.154616558565434 0.0
2.307692307692308 0.9615384615384615 6.250000000000001 0.0
2.325648973266176 0.9686168151879117 6.34686168151879 0.0
2.34399375975039 0.9750390015600623 6.445007800312012 0.0
2.362691251471165 0.9807767752059631 6.544233032561788 0.0
2.381703470031546 0.9858044164037855 6.644321766561515 0.0
2.400990099009901 0.9900990099009901 6.745049504950494 0.0
2.420508744038156 0.9936406995230525 6.846184419713832 0.0
2.4402152251893185 0.9964129135113591 6.947489039457952 0.0
2.460063897763578 0.998402555910543 7.048722044728433 0.0
2.4800079968012794 0.9996001599360256 7.149640143942422 0.0
2.5 1.0 7.25 0.0
2.5199920031987206 0.9996001599360256 7.3495601759296285 0.0
2.539936102236422 0.998402555910543 7.448083067092653 0.0
2.5597847748106815 0.9964129135113591 7.545336787564766 0.0
2.579491255961844 0.9936406995230525 7.641096979332273 0.0
2.599009900990099 0.9900990099009901 7.735148514851485 0.0
2.6182965299684544 0.9858044164037855 7.827287066246058 0.0
2.637308748528835 0.9807767752059631 7.917320517850137 0.0
2.65600624024961 0.9750390015600623 8.005070202808112 0.0
2.674351026733824 0.9686168151879117 8.090371948857033 0.0
2.6923076923076925 0.9615384615384615 8.173076923076923 0.0
2.7098435711560476 0.9538344143456696 8.253052270125908 0.0
2.726928895612708 0.94553706505295 8.33018154311649 0.0
2.743536905207943 0.9366804046459347 8.40436493068565 0.0
2.7596439169139466 0.9272997032640947 8.475519287833828 0.0
2.7752293577981653 0.9174311926605504 8.543577981651376 0.0
2.790275761973875 0.90711175616836 8.608490566037736 0.0
2.804768734313374 0.8963786303334529 8.670222301900322 0.0
2.818696883852691 0.8852691218130312 8.728753541076486 0.0
2.8320517301642782 0.8738203425375743 8.784078993358966 0.0
2.8448275862068964 0.8620689655172414 8.836206896551722 0.0
2.857021421285277 0.8500510030601837 8.885158109486568 0.0
2.868632707774799 0.8378016085790885 8.930965147453083 0.0
2.879663255199736 0.8253549026081215 8.9736711786068 0.0
2.890117035110533 0.8127438231469442 9.01332899869961 0.0
2.9 0.8 9.05 0.0
2.9093198992443323 0.7871536523929471 9.083753148614608 0.0
2.9180860947661813 0.774233508826262 9.114663982657168 0.0
2.9263093788063337 0.761266747868453 9.142813641900121 0.0
2.9340017958695004 0.7482789583956899 9.168287937743193 0.0
2.9411764705882355 0.7352941176470588 9.191176470588237 0.0
2.9478474429355677 0.722334585379948 9.211571800057786 0.0
2.9540295119182747 0.7094211123723041 9.229568671963676 0.0
2.959738088604068 0.696572861521315 9.245263304541654 0.0
2.964989059080963 0.6838074398249452 9.25875273522976 0.0
2.969798657718121 0.6711409395973154 9.270134228187919 0.0
2.9741833508956796 0.6585879873551106 9.27950474183351 0.0
2.978159731196692 0.646161798914448 9.286960454897907 0.0
2.9817444219066935 0.6338742393509127 9.29259634888438 0.0
2.984953991544392 0.621735886595374 9.296505844317334 0.0
2.9878048780487805 0.6097560975609755 9.298780487804876 0.0
2.9903133221717293 0.5979430758191822 9.29950968667783 0.0
2.99249530956848 0.5863039399624767 9.298780487804876 0.0
2.9943665210393196 0.5748447919061854 9.296677397102783 0.0
2.9959422903516684 0.5635707844905321 9.293282236248874 0.0
2.9972375690607733 0.5524861878453039 9.28867403314917 0.0
2.998266897746967 0.5415944540727904 9.282928942807626 0.0
2.999044383096199 0.5308982798895732 9.276120195370568 0.0
2.9995836802664444 0.5203996669442131 9.268318068276436 0.0
2.999897980004081 0.5100999795960008 9.259589879616405 0.0
3.0 0.5 9.25 0.0
2.9999019800039206 0.4900999803960007 9.239609880415603 0.0
2.999615680245965 0.4803996925441967 9.22847809377402 0.0
2.99915238274628 0.47089847428894327 9.216660388020344 0.0
2.998522895125554 0.46159527326440175 9.204209748892172 0.0
2.997737556561086 0.4524886877828054 9.191176470588236 0.0
2.9968062455642297 0.4435770049680624 9.17760823278921 0.0
2.995738389285093 0.43485823621499387 9.163550182640458 0.0
2.9945429740791267 0.42633015006821284 9.149045020463847 0.0
2.9932285570974755 0.417990302624979 9.134133088112357 0.0
2.9918032786885247 0.4098360655737705 9.118852459016395 0.0
2.990274875421958 0.4018646519852113 9.103239029095002 0.0
2.9886506935687263 0.3940731399747793 9.08732660781841 0.0
2.9869377028907094 0.3864584943577059 9.071147008811254 0.0
2.9851425106124925 0.3790175864160096 9.054730139478472 0.0
2.983271375464684 0.37174721189591065 9.038104089219331 0.0
2.981330221703617 0.36464410735122516 9.02129521586931 0.0
2.979324653026184 0.3577049649449135 9.004328230075831 0.0
2.977259966311061 0.3509264458169568 8.987226277372262 0.0
2.97514116512877 0.34430519212229727 8.970011017766147 0.0
2.972972972972973 0.33783783783783783 8.952702702702702 0.0
2.9707598461742473 0.33152101843256865 8.935320249303803 0.0
2.9685059864653827 0.32535137948984905 8.917881311816762 0.0
2.9662153531740962 0.31932558436581937 8.9004023502363 0.0
2.9638916750250752 0.31344032096288865 8.882898696088265 0.0
2.9615384615384617 0.3076923076923077 8.865384615384617 0.0
2.959159014016433 0.3020782986950218 8.847873368777186 0.0
2.9567564361134178 0.2965950883853363 8.830377268952425 0.0
2.9543336439888166 0.2912395153774464 8.812907735321529 0.0
2.9518933760439308 0.28600846585058914 8.795475346070242 0.0
2.949438202247191 0.28089887640449435 8.778089887640451 0.0
2.946970533053747 0.2759077364529301 8.760760401721663 0.0
2.9444926279271466 0.2710320901994796 8.743495229835213 0.0
2.9420066034721484 0.2662690382362339 8.726302055596975 0.0
2.939514441188782 0.26161573880284633 8.709187944746756 0.0
2.937017994858612 0.2570694087403599 8.692159383033419 0.0
2.9345189975747776 0.25262732417138234 8.675222312045271 0.0
2.9320190684278478 0.24828682093554472 8.658382163074783 0.0
2.9295197188598205 0.2440452948067161 8.641643889105818 0.0
2.9270223586987814 0.23990020151616923 8.625011995010077 0.0
2.9245283018867925 0.23584905660377353 8.608490566037736 0.0
2.9220387719135514 0.231889435117336 8.592083294685093 0.0
2.91955490696826 0.22801897117840209 8.5757935060197 0.0
2.9170777648219572 0.2242353574311598 8.559624181540945 0.0
2.914608327452364 0.2205363443895554 8.543577981651376 0.0
2.9121475054229937 0.21691973969631237 8.527657266811282 0.0
2.909696142027996 0.21338340730624789 8.511864117446228 0.0
2.907255017213872 0.20992526660508862 8.496200352674448 0.0
2.90482485128883 0.20654329147389294 8.480667547918044 0.0
2.902406308430209 0.20323550930818632 8.46526705145923 0.0
