# re(f) im(f) re(|f|^2) im(|f|^2)
-0.057045065601825436 0.0047998557765369385 0.0032771781249921225 0.0
-0.056097047892854635 0.0046809821886611746 0.0031687903765437895 0.0
-0.05517241379310345 0.0045659928656361475 0.0030648435346064718 0.0
-0.054270402279356894 0.004454730802389379 0.0029651211900849827 0.0
-0.05339028296849974 0.004347046531071122 0.002869419128999771 0.0
-0.05253135465230809 0.004242797703220102 0.0027775445539570207 0.0
-0.05169294391315585 0.004141848698133449 0.002689315361046906 0.0
-0.05087440381558029 0.004044070255610516 0.002604559467823044 0.0
-0.05007511266900351 0.003949339131381098 0.002523114188388054 0.0
-0.04929447285723088 0.0038575377736572323 0.0024448256519474646 0.0
-0.048531909730647894 0.003768554019366009 0.0023695482615006353 0.0
-0.04778687055731438 0.003682280808729201 0.0022971441896158552 0.0
-0.047058823529411764 0.0035986159169550174 0.0022274829084900803 0.0
-0.04634725682173687 0.003517461701898807 0.0021604407517243594 0.0
-0.04565167769915545 0.0034387248666334852 0.002095900505455971 0.0
-0.04497161167013322 0.0033623162359479 0.0020337510266797815 0.0
-0.044306601683650866 0.003288150545862437 0.001973886886765949 0.0
-0.04365620736698499 0.003216146245316766 0.00191620803834046 0.0
-0.04302000430200043 0.003146225309245031 0.0018606195038406697 0.0
-0.042397583337749754 0.0030783130623094584 0.0018070310841910206 0.0
-0.04178854993731717 0.003012338012614798 0.0017553570861658949 0.0
-0.041192523556974406 0.0029482316947734115 0.0017055160671179577 0.0
-0.04060913705583756 0.0028859285217346493 0.0016574305958523608 0.0
-0.04003803613432761 0.002825365644832688 0.001611027028520724 0.0
-0.03947887879984209 0.002766482821544402 0.0015662352984945214 0.0
-0.03893133485814395 0.0027092222904835195 0.001522988719256187 0.0
-0.03839508542906508 0.00265352865318937 0.0014812237994185026 0.0
-0.0378698224852071 0.002599348762298239 0.0014408800690491588 0.0
-0.03735524841240194 0.0025466316157128706 0.001401899916538406 0.0
-0.03685107559076881 0.002495328256411173 0.0013642284353038011 0.0
-0.03635702599527358 0.0024453916775588483 0.001327813279677673 0.0
-0.03587283081476167 0.002396776732612658 0.0012926045293705079 0.0
-0.035398230088495575 0.002349440050121388 0.0012585545619471878 0.0
-0.03493297235928562 0.0023033399529505823 0.0012256179327934716 0.0
-0.03447681434235477 0.002258436381674679 0.0011937512620872714 0.0
-0.034029520609128415 0.00221469082189657 0.0011629131283236885 0.0
-0.03359086328518643 0.0021720662352698646 0.001133063967974485 0.0
-0.03316062176165803 0.002130526994013262 0.0011041659808919673 0.0
-0.03273858241938124 0.002090038818719706 0.0010761830410943737 0.0
-0.03232453836518648 0.002050568719275234 0.0010490806125948826 0.0
-0.031918289179699966 0.0020120849387139303 0.0010228256699595514 0.0
-0.03151964067609629 0.00197455689984607 0.0009973866233009537 0.0
-0.0311284046692607 0.0019379551545065027 0.0009727332474341296 0.0
-0.030744398754851847 0.0019022513352796382 0.000948836614939909 0.0
-0.030367446097783177 0.0018674181095660774 0.0009256690328977021 0.0
-0.029997375229667403 0.001833429135864032 0.0009032039830656986 0.0
-0.029634019854793307 0.0018002590221462818 0.0008814160653011031 0.0
-0.0292772186642269 0.0017678832862204714 0.0008602809440266537 0.0
-0.028926815157651137 0.0017362783179671998 0.0008397752975623585 0.0
-0.028582657472578515 0.0017054213433565374 0.0008198767701531244 0.0
-0.028244598220590313 0.001675290390149404 0.0008005639265339003 0.0
-0.027912494330274592 0.0016458642551957037 0.0007818162088841421 0.0
-0.027586206896551724 0.0016171224732461356 0.0007636138960328356 0.0
-0.027265601036092837 0.0015890452871994392 0.0007459380647841576 0.0
-0.02695054574855141 0.0015616136197112392 0.0007287705532420302 0.0
-0.026640913783342768 0.0015348090460948745 0.0007120939260194773 0.0
-0.026336581511719786 0.0015086137684485262 0.0006958914412258129 0.0
-0.026037428803905614 0.0014830105909466175 0.0006801470191313135 0.0
-0.02574333891105676 0.001457982896236964 0.0006648452124152485 0.0
-0.025454198351840658 0.0014335146228883506 0.0006499711779088823 0.0
-0.025169896803423103 0.0014095902438363052 0.000635510649750487 0.0
-0.02489032699667092 0.0013861947457776966 0.0006214499138744269 0.0
-0.024615384615384615 0.0013633136094674556 0.0006077757837610727 0.0
-0.024344968199385284 0.0013409327908732954 0.0005944755773787199 0.0
-0.024078979051288227 0.0013190387031466583 0.0005815370952527762 0.0
-0.02381732114680401 0.0012976181993703693 0.0005689485996013346 0.0
-0.0235599010484156 0.0012766585560456093 0.0005566987944798589 0.0
-0.023306627822286964 0.0012561474572827642 0.0005447768068810387 0.0
-0.02305741295826608 0.0012360729796626385 0.0005331721687390687 0.0
-0.022812170292851236 0.0012164235777362288 0.0005218747997905171 0.0
-0.022570815934996047 0.001197188070132958 0.0005108749912467402 0.0
-0.022333268194634437 0.001178355626248823 0.0005001633902353824 0.0
-0.022099447513812154 0.0011599157534873783 0.0004897309849709264 0.0
-0.021869276400317102 0.0011418582850279014 0.00047956909061655343 0.0
-0.021642679363705227 0.001124173368096365 0.0004696693358016892 0.0
-0.021419582853623925 0.0011068514527161149 0.0004600236497616398 0.0
-0.021199915200339196 0.0010898832809163143 0.0004506242500675938 0.0
-0.02098360655737705 0.001073259876377318 0.00044146363091703857 0.0
-0.020770588846193785 0.0010569725344931928 0.00043253455195630265 0.0
-0.020560795702793698 0.001041012812832599 0.0004238300276085014 0.0
-0.02035416242621616 0.0010253725219801545 0.00041534331688162173 0.0
-0.02015062592881791 0.0010100437167413323 0.0004070679136328773 0.0
-0.0199501246882793 0.0009950186876947283 0.000398997537266753 0.0
-0.019752598701266635 0.0009802899530763668 0.0003911261238453828 0.0
