# re(f) im(f) re(|f|^2) im(|f|^2)
-7.692307692307692 1.4792899408284024 61.35989636217218 0.0
-7.339449541284403 2.0200319838397442 57.94804878479537 0.0
-6.896551724137931 2.378121284185493 53.21788652600592 0.0
-6.4 2.56 47.51360000000001 0.0
-5.88235294117647 2.5951557093425603 41.33690928030076 0.0
-5.369127516778524 2.5224089004999772 35.19007695274982 0.0
-4.878048780487805 2.379535990481856 29.457551434817027 0.0
-4.41988950276243 2.1977351118708217 24.36546283857938 0.0
-4.0 2.0 20.0 0.0
-3.6199095022624435 1.8017649106283655 16.350101597741574 0.0
-3.278688524590164 1.6124697661918839 13.349857188162135 0.0
-2.9739776951672856 1.4372382913447848 10.910197237460196 0.0
-2.702702702702702 1.278305332359386 8.938666421934933 0.0
-2.4615384615384617 1.136094674556213 7.349882707188124 0.0
-2.2471910112359548 1.0099734881959346 6.069913887838337 0.0
-2.0565552699228795 0.898751660377608 5.037174125279075 0.0
-1.8867924528301885 0.8009967960128158 4.201581627279755 0.0
-1.7353579175704987 0.7152234367427218 3.523011666540688 0.0
-1.6 0.64 2.9696000000000007 0.0
-1.478743068391867 0.5740037788582109 2.5161614004604997 0.0
-1.36986301369863 0.5160442859823605 2.1428263813945376 0.0
-1.271860095389507 0.4650680793952092 1.8339164207165544 0.0
-1.1834319526627217 0.4201533559749307 1.5770400291200992 0.0
-1.1034482758620685 0.38049940546967875 1.3623778950657506 0.0
-1.030927835051546 0.3454139653523221 1.182123008544483 0.0
-0.9650180940892641 0.31430022364789056 1.0300445525047899 0.0
-0.9049773755656106 0.28664441759996717 0.9011490724268446 0.0
-0.8501594048884165 0.2620044924735821 0.7914173677965658 0.0
-0.7999999999999997 0.23999999999999985 0.6975999999999996 0.0
-0.7540056550424126 0.2203032545364259 0.617058051795279 0.0
-0.7117437722419928 0.20263167893010467 0.5476387946312947 0.0
-0.672834314550042 0.18674123111986024 0.48757830223618587 0.0
-0.6369426751592355 0.1724207878615765 0.4354248995258102 0.0
-0.6037735849056602 0.15948736205055175 0.3899787604836763 0.0
-0.5730659025787964 0.14778203791430275 0.350244059428555 0.0
-0.5445881552076242 0.13716651969150506 0.3153909129167234 0.0
-0.5181347150259067 0.12752020188461433 0.2847249848036703 0.0
-0.4935225169648365 0.11873768144126233 0.25766311174535406 0.0
-0.47058823529411764 0.11072664359861592 0.23371367679984675 0.0
-0.4491858506457045 0.1034060633154064 0.21246074235069498 0.0
-0.4291845493562232 0.09670467313820479 0.1935511712128714 0.0
-0.4104669061056951 0.09055965604179009 0.17668413231038885 0.0
-0.39292730844793705 0.08491552834827716 0.16160251667880732 0.0
-0.3764705882352941 0.07972318339100345 0.14808588977622392 0.0
-0.36101083032490966 0.07493907127683143 0.13594468401571475 0.0
-0.3464703334776959 0.07052449403833567 0.12501539623950905 0.0
-0.3327787021630615 0.06644499876799895 0.11515660247461096 0.0
-0.3198720511795281 0.06266985408955168 0.10624563973740433 0.0
-0.30769230769230754 0.05917159763313606 0.09817583417947542 0.0
-0.29618659755646054 0.05592564411469635 0.09085417824171639 0.0
-0.2853067047075606 0.05290994523820667 0.08419937805619719 0.0
-0.27500859401856304 0.05010469399444427 0.07814020714434372 0.0
-0.2652519893899204 0.04749206706583455 0.07261411430949617 0.0
-0.2559999999999999 0.04505599999999998 0.06756604313599994 0.0
-0.24721878862793567 0.04278199061546476 0.06294742817168565 0.0
-0.23887727679904447 0.040656926776785715 0.05871533906586022 0.0
-0.23094688221709 0.03866893524420098 0.05483174895871465 0.0
-0.2234012845573862 0.03680724878214405 0.051262907504800885 0.0
-0.21621621621621614 0.03506208911614315 0.04797880224804589 0.0
-0.20936927505888506 0.033424563670745845 0.044952694795262815 0.0
-0.20283975659229206 0.031886574312175724 0.042160720475786194 0.0
-0.19660850331776844 0.03044073656677171 0.03958154201958056 0.0
-0.1906577693040991 0.029080307996812063 0.037196049309204525 0.0
-0.1849710982658959 0.027799124594874523 0.034987098521933074 0.0
-0.1795332136445242 0.026591544211262558 0.0329392850250699 0.0
-0.1743299193724123 0.02545239616027811 0.03103874525869151 0.0
-0.16934801016088058 0.024376936263632257 0.0292729835670509 0.0
-0.16457519029006376 0.023360806685896726 0.027630720548026535 0.0
-0.15999999999999995 0.02239999999999999 0.026101759999999984 0.0
-0.15561174868702585 0.021490826992372754 0.024676871974250187 0.0
-0.15140045420136258 0.020629887779141005 0.02334768980215884 0.0
-0.1473567876220298 0.019814045858184148 0.02210661927155422 0.0
-0.14347202295552366 0.019040404768129036 0.0209467583846845 0.0
-0.1397379912663755 0.018306287065464038 0.019861826349284815 0.0
-0.13614703880190604 0.017609215365801328 0.01884610064032688 0.0
-0.13269198872118093 0.016946895225627687 0.01789436112857041 0.0
-0.12936610608020696 0.01631719966729648 0.01700184040733778 0.0
-0.12616306576249803 0.015718155173059994 0.016164179564636793 0.0
-0.12307692307692308 0.01514792899408284 0.015377388746892618 0.0
-0.1201020867737577 0.014604817638003862 0.01463781194565057 0.0
-0.1172332942555686 0.014087236414063047 0.013942095511798437 0.0
-0.11446558878237233 0.013593709928368726 0.013287159964911791 0.0
-0.11179429849077696 0.013122863433797186 0.012670174719747029 0.0
-0.10921501706484642 0.012673414949504361 0.012088535398957016 0.0
-0.10672358591248667 0.012244168074271417 0.01153984344185093 0.0
-0.10431607771547792 0.011834005426061521 0.011021887754365682 0.0
-0.10198878123406427 0.011441882647370802 0.010532628176126026 0.0
-0.09973818725844656 0.011066822922331061 0.010070180567195185 0.0
-0.0975609756097561 0.010707911957168352 0.009632803340409894 0.0
-0.09545400310225512 0.010364293380629061 0.00921888528552508 0.0
-0.09341429238673518 0.01003516452543162 0.008826934549166932 0.0
-0.09143902160246888 0.009719772555754493 0.008455568650152368 0.0
-0.08952551477170992 0.009417410909289091 0.008103505423374048 0.0
-0.08767123287671233 0.009127416025520736 0.007769554797425657 0.0
-0.08587376556462001 0.00884916433469678 0.007452611321669787 0.0
-0.08413082343043433 0.00858206948443804 0.007151647367718641 0.0
-0.08244023083264632 0.00832557978318151 0.006865706938466129 0.0
-0.0807999192000808 0.008079175841640238 0.006593900025019728 0.0
-0.07920792079207921 0.007842368395255367 0.006335397458251194 0.0
-0.07766236287739055 0.007614696292220605 0.006089426207322247 0.0
-0.07616146230007617 0.007395724633099551 0.00585526508253456 0.0
-0.074703520403399 0.007185043049351103 0.0056322408042820795 0.0
-0.0732869182850861 0.006982264109242355 0.005419724403816102 0.0
-0.07191011235955057 0.006787021840676683 0.005217127925029009 0.0
-0.07057163020465773 0.006598970361409421 0.0050239013995737195 0.0
-0.06927006667243918 0.0064177826079755765 0.004839530070407403 0.0
-0.06800408024481468 0.006243149155423313 0.004663531841320056 0.0
-0.06677238961689341 0.006074777120642168 0.004495454932215693 0.0
-0.06557377049180328 0.005912389142703574 0.00433487572188645 0.0
-0.06440705257225667 0.005755722434200539 0.004181396761784993 0.0
-0.06327111673521038 0.005604527898088867 0.004034644945881075 0.0
-0.06216489237703007 0.005458569304999921 0.003894269823105219 0.0
-0.06108735491753207 0.005317622526419254 0.003759942040154011 0.0
-0.0600375234521576 0.0051814748195107875 0.003631351903573598 0.0
-0.05901445854234287 0.005049924159716563 0.0035082080510647944 0.0
-0.058017260134890135 0.004922778617580786 0.003390236222877223 0.0
