# re(psi) im(psi) re(|psi|^2) im(|psi|^2)
1.0 0.0 1.0 0.0
0.9994757332293618 0.0002466969886388094 0.9989518021737746 0.0
0.997903604347549 0.0009862706144209983 0.9958125762995544 0.0
0.9952856266855982 0.002217169730671899 0.9905983945285586 0.0
0.991625152599109 0.003936812003971143 0.9833359417559608 0.0
0.9869268686790784 0.006141588275847923 0.9740623632272409 0.0
0.9811967890571172 0.008826868659440481 0.9628250524663279 0.0
0.9744422468150714 0.011987010361424095 0.9496813807954094 0.0
0.9666718835119211 0.015615367216767555 0.9346983700657997 0.0
0.9578956368436373 0.01970430092115328 0.9179523105588688 0.0
0.9481247264544816 0.02424519394319492 0.8995283263437287 0.0
0.9373716379209943 0.029228464095913002 0.8795198906920937 0.0
0.9256501049326555 0.0346435807442876 0.8580282944486222 0.0
0.9129750896958991 0.04047908262310206 0.835162070535243 0.0
0.8993627615908188 0.04672259723672655 0.8110363780288093 0.0
0.8848304741125147 0.053360861809969434 0.7857723494912802 0.0
0.8693967401315994 0.060379745756652003 0.7594964054490897 0.0
0.8530812055108856 0.06776427463014066 0.7323395401120549 0.0
0.8359046211177381 0.07549865551770717 0.7044365825909706 0.0
0.8178888132739657 0.08356630383828006 0.6759254380158877 0.0
0.7990566526874577 0.09194987150091018 0.6469463130731183 0.0
0.7794320219120369 0.10063127637909511 0.6176409305675717 0.0
0.7590397813841875 0.10959173305400377 0.5881517376775351 0.0
0.7379057340874419 0.11881178477760782 0.5586211126011671 0.0
0.7160565888972442 0.12827133660477094 0.5291905742975315 0.0
0.6935199226610738 0.13794968964147147 0.5 0.0
0.6703241410704861 0.1478255763545373 0.4711868551264361 0.0
0.6464984383835198 0.15787719688656476 0.4428854401290889 0.0
0.6220727560576186 0.16808225631807178 0.41522615871809543 0.0
0.5970777403548313 0.17841800281740322 0.38833481175658224 0.0
0.5715446989825604 0.18886126661747052 0.3623319209634209 0.0
0.5455055568345576 0.1993884997570645 0.3373320863727537 0.0
