# re(eps_norm) im(eps_norm) re(|eps|^2) im(|eps|^2)
4.248597272454774 2.3460938236070232 23.554735012677163 0.0
3.5877383173595936 2.5382459858171744 19.314558918367247 0.0
3.066699021498324 2.65711472455277 16.464901547893923 0.0
2.6341956277387766 2.7344259281028305 14.416071761479113 0.0
2.2614977888995376 2.7868870015788527 12.881111408766666 0.0
1.9305249336560053 2.823428086047771 11.698672676550903 0.0
1.6290482690107408 2.8490308871859455 10.770775258906427 0.0
1.348230333703772 2.8665571471326112 10.03487491049604 0.0
1.0812192306254018 2.8776289299640885 9.44978328324045 0.0
0.8222589164606748 2.8830489310906113 8.9880808647618 0.0
0.5660399895695974 2.882967195016577 8.6319011173337 0.0
0.3071169833392732 2.8768609268382717 8.370649633824176 0.0
0.03923580772074719 2.8632929945846817 8.199986221445213 0.0
-0.24564312246276965 2.8392628473247807 8.12175405981208 0.0
-0.5590151872626064 2.7985687131690895 8.144484821919141 0.0
-0.9189297446801699 2.727251601205238 8.282333171934496 0.0
-1.3549292599294969 2.5885612094391526 8.536482434426182 0.0
-1.8970715002417735 2.264303834382283 8.725952131427883 0.0
-2.3075602584206294 1.4711276743037345 7.489050980344597 0.0
-2.0212199870826635 0.702494066908878 4.578828150224617 0.0
-1.6341548702181528 0.39185340782173156 2.824011233079212 0.0
-1.3550937804819008 0.2557944426486534 1.9017099507906652 0.0
-1.1532119346506051 0.18311081726248396 1.3634273376191264 0.0
-1.0007400001050613 0.13883896016170444 1.0207568046690614 0.0
-0.8813014424682993 0.10945094914136332 0.7886717427646505 0.0
-0.7850602692641401 0.0887441615175226 0.6241951525805323 0.0
-0.7057888190606261 0.07350503345364867 0.5035408470540151 0.0
-0.6393445562531715 0.061912248865993745 0.41259458817020955 0.0
-0.5828553110856397 0.052860762242514646 0.3425145738455975 0.0
-0.5342603477520468 0.045643412533811226 0.28751744028786963 0.0
-0.49203853179820245 0.03978790811129618 0.24368499440600364 0.0
-0.4550399980349166 0.03496759418337771 0.20828413245459032 0.0
-0.42237782722501555 0.030949866301337375 0.17936092315539576 0.0
-0.3933559927476181 0.02756496188761397 0.1554887641543298 0.0
-0.36742004142930773 0.024686342055599397 0.13560690232800027 0.0
-0.34412248465805073 0.02221794836457894 0.11891392167676146 0.0
-0.3230979770810135 0.020085687386575245 0.10479573763163437 0.0
-0.30404516961314004 0.018231597957652935 0.0927758563291726 0.0
-0.28671321401714167 0.016609768053881042 0.082480351486843 0.0
-0.2708915728949745 0.01518342075956257 0.07361278053147521 0.0
-0.25640221972534527 0.013922798446014779 0.06593594259665259 0.0
-0.24309359435625805 0.01280360255859796 0.05925842785552347 0.0
-0.23083586625612804 0.011805826923083712 0.05342457469955484 0.0
-0.21951718463034853 0.010912874185868122 0.048306885171031114 0.0
-0.20904068205156492 0.01011087889932978 0.04380023662470037 0.0
-0.19932205965497135 0.009388183408227896 0.03981742145280648 0.0
-0.19028762565031782 0.008734928082469392 0.0362856794442414 0.0
-0.18187269042265472 0.008142728066056785 0.03314397954193255 0.0
-0.17402024451120016 0.00760441615369335 0.030340872644776442 0.0
-0.16667986275688088 0.0071138366888250475 0.027832783321087917 0.0
-0.15980679060024341 0.006665679172975942 0.025582641600787093 0.0
-0.15336117807898483 0.006255343035666724 0.023558780258267964 0.0
-0.14730743435362886 0.005878827041569636 0.021734040823233367 0.0
-0.14161368117590642 0.005532638315941397 0.020085044782926293 0.0
-0.1362512880356279 0.005213717096115364 0.01859159633732596 0.0
-0.1311944750899439 0.004919374168106621 0.01723619053633174 0.0
-0.1264199726227942 0.004647238595814881 0.016003606304514466 0.0
-0.1219067278716524 0.004395213848046004 0.014880568205143167 0.0
-0.11763565172016517 0.0041614408134142905 0.01385546414527155 0.0
-0.11358939908445323 0.003944266492783695 0.01291810882253328 0.0
-0.10975217789015955 0.0037422173936530498 0.012059544742654587 0.0
-0.10610958240221918 0.00355397683595575 0.011271874228923853 0.0
-0.10264844737241599 0.0033783655254928957 0.010548117101591493 0.0
-0.09935672004411913 0.003214324868228055 0.009882089702283974 0.0
-0.09622334752489847 0.0030609025924594096 0.00926830173357791 0.0
-0.09323817742617503 0.0029172403214361414 0.008701868020847908 0.0
-0.0903918699905748 0.00278256280013752 0.008178432816129688 0.0
-0.08767582019482287 0.002656168529654906 0.007694104678092838 0.0
-0.0850820885388702 0.0025374216032215536 0.007245400298528644 0.0
-0.08260333941852264 0.0024257445712324048 0.00682919591981652 0.0
-0.08023278613558579 0.0023206121900098474 0.00644268521201507 0.0
-0.07796414173167085 0.002221545931727744 0.006083342662282836 0.0
-0.07579157494354367 0.0021281091516989936 0.005748891680984343 0.0
-0.07370967067268551 0.00203990282487516 0.005437276754210688 0.0
-0.0717133944423792 0.0019565617764723394 0.0051466390764334175 0.0
-0.06979806038444517 0.0018777513425853793 0.004875295183535235 0.0
-0.0679593023566267 0.0018031644058551337 0.004621718178673951 0.0
-0.0661930478421333 0.0017325187590118275 0.004384521203881275 0.0
-0.06449549432628934 0.001665554755677794 0.004162442861036582 0.0
-0.06286308788269458 0.0016020332133751967 0.00395433432856414 0.0
-0.06129250373367166 0.0015417335384135139 0.0037591479562456235 0.0
-0.05978062857782139 0.0014844520463628357 0.003575927151037386 0.0
-0.05832454450185344 0.001430000455264035 0.0034037973926507375 0.0
-0.05692151431504169 0.0013782045316781217 0.003241958239648634 0.0
-0.05556896816312899 0.0013289028722112731 0.0030896762055586152 0.0
-0.05426449129463933 0.0012819458053331212 0.0029462784005137993 0.0
-0.05300581286668301 0.0012371944001871712 0.0028111468476416726 0.0
-0.05179079568973283 0.0011945195707184727 0.002683713395180478 0.0
-0.05061742682173079 0.0011538012648523222 0.002563455155412046 0.0
-0.049483808931474575 0.0011149277296804776 0.0024498904102090934 0.0
