# re(eps_norm) im(eps_norm) re(|eps|^2) im(|eps|^2)
-0.04838815235967728 0.0010777948446746794 0.002342574930510549 0.0
-0.04732876781356198 0.0010423055158738006 0.002241098663538482 0.0
-0.04630405963745418 0.001008369124799717 0.0021450827472007626 0.0
-0.04531251960768925 0.0009759010265643194 0.0020541768160108717 0.0
-0.04435272120534312 0.0009448220922496727 0.0019680565671048966 0.0
-0.043423314324913906 0.0009150582911871177 0.0018864215586365436 0.0
-0.04252302038118944 0.0008865403092390047 0.0018089932160589583 0.0
-0.04165062778020134 0.0008592031996075805 0.0017355130246230952 0.0
-0.0408049877234351 0.000832986063066552 0.0016657408888909521 0.0
-0.039985010317391004 0.0008078317548385808 0.0015994536422259905 0.0
-0.03918966096320691 0.0007836866156317466 0.001536443691122624 0.0
-0.038417957003399866 0.0007605002246047562 0.0014765177809067046 0.0
-0.037668964604887396 0.0007382251722583726 0.0014194958708092153 0.0
-0.03694179585934397 0.000716816851452784 0.00136521010771197 0.0
-0.03623560608364568 0.0006962332649305449 0.0013135038890083354 0.0
-0.03554959130469172 0.0006764348478849167 0.0012642310060340465 0.0
-0.03488298591427154 0.0006573843042563149 0.0012172548604187491 0.0
-0.034235060480895585 0.0006390464555671453 0.0011724477465029515 0.0
-0.03360511970663302 0.000621388101219333 0.0011296901936694718 0.0
-0.032992500518021245 0.0006043778892809507 0.0010888703630646838 0.0
-0.03239657028103554 0.000587986196879797 0.0010498834937417965 0.0
-0.031816725130943885 0.0005721850194038539 0.0010126313937544663 0.0
-0.031252388408632696 0.0005569478677822457 0.0009770219721714666 0.0
-0.030703009195678598 0.0005422496731865937 0.0009429688083779956 0.0
-0.03016806094107121 0.0005280666985523151 0.0009103907553823063 0.0
-0.02964704017305916 0.0005143764563731539 0.0008792115741618547 0.0
-0.029139465290117288 0.0005011576322707159 0.0008493595963663333 0.0
-0.028644875425501638 0.0004883900138845532 0.0008207674129481698 0.0
-0.02816282938029764 0.00047605442466790154 0.0007933715865190018 0.0
-0.027692904620257256 0.0004641326622099669 0.0007671123854347958 0.0
-0.027234696332086233 0.0004526074407380674 0.0007419335377963627 0.0
-0.02678781653517097 0.00044146233748230734 0.0007177820037173946 0.0
-0.026351893245039924 0.00043068174261211853 0.0006946077643614001 0.0
-0.02592656968512744 0.00042025081247819334 0.0006723636263831577 0.0
-0.025511503543669555 0.0004101554259153337 0.000651005040532072 0.0
-0.025106366272788092 0.0004003821433817429 0.0006304899332841305 0.0
-0.024710842427038315 0.00039091816872849735 0.0006107785504685588 0.0
-0.024324629038890187 0.00038175131340953205 0.0005918333119449096 0.0
-0.023947435028798616 0.00037286996295760337 0.0005736186764678069 0.0
-0.023578980647678816 0.0003642630455655065 0.0005561010159499767 0.0
-0.02321899694976428 0.00035592000262442983 0.0005392484984014311 0.0
-0.02286722529396017 0.00034783076108286793 0.0005230309788830873 0.0
-0.02252341687194123 0.00033998570750005307 0.000507419897868551 0.0
-0.022187332261359247 0.00033237566367752 0.0004923881864577579 0.0
-0.021858741002642387 0.0003249918637612706 0.00047791017793211057 0.0
-0.021537421197964732 0.00031782593271510116 0.0004639615251820468 0.0
-0.021223159131068075 0.0003108698660731047 0.00045051912357627056 0.0
-0.02091574890669849 0.00030411601088618285 0.00043756103887613635 0.0
-0.02061499210850818 0.0002975570477836763 0.0004250664398305403 0.0
-0.020320697474345034 0.00029118597407699594 0.0004130155351153518 0.0
-0.020032680587924123 0.00028499608783743343 0.0004013895143078746 0.0
-0.019750763585940658 0.00027898097288522167 0.00039017049261095145 0.0
-0.019474774879743594 0.00027313448463140984 0.000379341459063387 0.0
-0.019204548890747283 0.00026745073671826606 0.00036888622799367387 0.0
-0.018939925798807176 0.0002619240884077435 0.0003587893934924099 0.0
-0.018680751302838812 0.00025654913267107683 0.00034903628669598824 0.0
-0.018426876392999537 0.0002513206849358305 0.00033961293568956027 0.0
-0.018178157133800197 0.0002462337724497381 0.0003305060278518258 0.0
-0.017934454457546378 0.00024128362422344576 0.00032170287447712357 0.0
-0.0176956339675526 0.00023646566151685756 0.00031319137752267793 0.0
-0.017461565750600466 0.0002317754888361566 0.00030495999833976843 0.0
-0.017232124198147777 0.00022720888541078444 0.00029699772825799977 0.0
-0.017007187835823778 0.00022276179712170822 0.00028929406090124916 0.0
-0.016786639160772356 0.00021843032885419665 0.0002818389661225394 0.0
-0.016570364486433915 0.00021421073725008823 0.0002746228654532235 0.0
-0.016358253794375627 0.00021009942383616394 0.0002676366089691009 0.0
-0.016150200592809333 0.000206092928506754 0.0002608714534831594 0.0
-0.015946101781450537 0.00020218792334011378 0.0002543190419807246 0.0
-0.01574585752239623 0.00019838120672941443 0.00024797138421878536 0.0
-0.015549371116716008 0.00019466969781040927 0.00024182083841660764 0.0
-0.015356548886469616 0.00019105043116896962 0.00023586009396978105 0.0
-0.01516730006187726 0.0001875205518127365 0.0002300821551243741 0.0
-0.01498153667338875 0.00018407731039211803 0.00022448032555229323 0.0
-0.01479917344840735 0.00018071805865677436 0.00021904819377276976 0.0
-0.014620127712442052 0.00017744024513458595 0.00021377961936870947 0.0
-0.014444319294468932 0.00017424141102089603 0.00020866871994988203 0.0
-0.014271670436300917 0.00017111918626655715 0.00020370985881829415 0.0
-0.014102105705769993 0.0001680712858540094 0.00019889763329383923 0.0
-0.013935551913541061 0.00016509550625125742 0.0001942268636611823 0.0
-0.013771938033383379 0.00016218972203422373 0.00018969258270128519 0.0
-0.0136111951257363 0.00015935188266851612 0.0001852900257733776 0.0
-0.013453256264414468 0.00015658000944217658 0.00018101462141536403 0.0
-0.013298056466305622 0.00015387219254147367 0.00017686198243269027 0.0
-0.013145532623921615 0.00015122658826225934 0.00017282789744758496 0.0
-0.012995623440670992 0.0001486414163498488 0.00016890832288237183 0.0
-0.01284826936872817 0.00014611495746078113 0.00016509937535219235 0.0
-0.012703412549380387 0.00014364555074020339 0.00016139732444400256 0.0
-0.01256099675574025 0.00014123159150897487 0.00015779858586015722 0.0
-0.012420967337716473 0.00013887152905491898 0.0001542997149062015 0.0
-0.012283271169142062 0.0001365638645229695 0.00015089740030377002 0.0
-0.01214785659696355 0.00013430714889924505 0.0001475884583106363 0.0
-0.012014673392398874 0.00013209998108436555 0.00014436982713101994 0.0
-0.011883672703978755 0.00012994100605158378 0.00014123856160034345 0.0
-0.011754807012387356 0.00012782891308554313 0.0001381918281294916 0.0
-0.011628030087024161 0.00012576243409770943 0.0001352268998945693 0.0
-0.011503296944212685 0.00012374034201473213 0.00013234115225897484 0.0
-0.01138056380698459 0.00012176144923619646 0.0001295320584153677 0.0
-0.011259788066371821 0.0001198246061584182 0.00012679718523585029 0.0
-0.011140928244142183 0.00011792869976110877 0.00012413418931935238 0.0
-0.011023943956916502 0.00011607265225391137 0.00012154081322583713 0.0
-0.010908795881610976 0.00011425541977996305 0.00011901488188760169 0.0
-0.010795445722145924 0.00011247599117378966 0.00011655429918838926 0.0
-0.010683856177371092 0.0001107333867709818 0.00011415704470169621 0.0
-0.010573990910155333 0.00010902665726723095 0.00011182117058004247 0.0
-0.01046581451759201 0.00010735488262443068 0.00010954479858746298 0.0
-0.01035929250227642 0.00010571717102166809 0.00010732611726796926 0.0
-0.010254391244608205 0.00010411265784903784 0.0001051633792430218 0.0
-0.010151077976080183 0.00010254050474232127 0.00010305489863157297 0.0
-0.010049320753511613 0.00010099989865666835 0.00010099904858648787 0.0
-0.009949088434188543 9.9490050977516e-05 9.899425894154774e-05 0.0
