# re(S) im(S) re(|S|^2) im(|S|^2)
-0.27389150451745115 0.2825807588537492 0.15486844152119372 0.0
-0.2984087205407978 0.2730280429121521 0.16359207671123593 0.0
-0.32284375819950434 0.26161197563357486 0.1726689180032822 0.0
-0.3470602162137002 0.2482999181268847 0.18210364302011797 0.0
-0.37091656571320997 0.23306910183940496 0.19190030495270893 0.0
-0.39426685963068075 0.215907222051206 0.20206228513690772 0.0
-0.4169615045996548 0.1968129810235762 0.21259224581739453 0.0
-0.4388480918878157 0.17579657444875552 0.22349208334149356 0.0
-0.45977228325734365 0.15288011507162905 0.23476288203598558 0.0
-0.4795787470181729 0.12809798764182845 0.24640486902940667 0.0
-0.49811213893243655 0.10149712970627983 0.25841737029046036 0.0
-0.5152181220460712 0.07313723316662803 0.27079876815995 0.0
-0.530744418972922 0.04309086200158152 0.28354646065894396 0.0
-0.5445418896442076 0.01144348208863756 0.2966568228595973 0.0
-0.5564656270681271 -0.02170660035010165 0.31012517060708295 0.0
-0.566376063226762 -0.05624839451093967 0.3239457268813034 0.0
-0.5741400768759968 -0.09205847712320751 0.3381115910854196 0.0
-0.5796320947142918 -0.12900134232534985 0.3526147115446198 0.0
-0.5827351771527282 -0.1669298499421956 0.3674458614929454 0.0
-0.5833420797561845 -0.20568577200192845 0.3825946188183 0.0
-0.5813562813376415 -0.2451004365056514 0.3980493498259918 0.0
-0.5766929696776146 -0.2849954666195005 0.41379719726925296 0.0
-0.5692799759110939 -0.3251836126065123 0.4298240728811579 0.0
-0.5590586487768823 -0.3654696729607021 0.44611465462623595 0.0
-0.5459846601598418 -0.4056515003571427 0.4626523888718589 0.0
-0.5300287336754738 -0.44552108719749817 0.47941949765926706 0.0
-0.5111772884477868 -0.4848657247187841 0.4963969912319035 0.0
-0.48943299071405255 -0.5234692288524495 0.5135646859546801 0.0
-0.46481520645142155 -0.5611132252794467 0.5309012277319808 0.0
-0.4373603488572766 -0.5975784854328439 0.5483841210047703 0.0
-0.40712211522349645 -0.6326463045605829 0.5659897633782157 0.0
-0.37417160851971315 -0.6660999123845722 0.5836934859009643 0.0
-0.33859733983634094 -0.6977259063855485 0.6014695989857818 0.0
-0.3005051087283567 -0.7273156973123839 0.6192914439288406 0.0
-0.26001775943824457 -0.7546669561657697 0.6371314499517926 0.0
-0.2172748119535621 -0.7795850516445191 0.6549611966570432 0.0
-0.17243196786274229 -0.8018844668726269 0.6727514817526149 0.0
-0.12566049200336252 -0.8213901841502401 0.6904723938688926 0.0
-0.07714647194076352 -0.8379390264945862 0.7080933902556018 0.0
-0.027089958362179034 -0.8513809448594722 0.7255833791138723 0.0
0.024296009487456888 -0.8615802401450379 0.7429108062853956 0.0
0.07678648817699743 -0.8684167094328896 0.7600437459888041 0.0
0.13014581811806195 -0.871786706304394 0.7769499952626834 0.0
0.18412890813892865 -0.8716041056196072 0.7935971717453895 0.0
0.23848260857359782 -0.8678011637478906 0.8099528143942611 0.0
0.2929471639741918 -0.860329265944549 0.8259844867212085 0.0
0.34725773575679275 -0.8491595533556994 0.8416598820981853 0.0
0.4011459843653023 -0.8342834229999803 0.8569469306649713 0.0
0.4543416998928492 -0.8157128950137291 0.871813907353203 0.0
0.506574469542894 -0.793480842448131 0.8862295405248601 0.0
0.5575753698489428 -0.7676410799641011 0.900163120710637 0.0
0.6070786712083006 -0.7382683088741469 0.9135846089239287 0.0
0.6548235420262352 -0.7054579171204309 0.9264647440196814 0.0
0.7005557396160271 -0.6693256339445105 0.9387751485641797 0.0
0.7440292749603039 -0.6300070401861567 0.9504884326820773 0.0
0.7850080385113936 -0.5876569363354045 0.9615782953506191 0.0
0.8232673743937555 -0.5424485716424725 0.9720196226181467 0.0
0.8585955906691531 -0.49457273875339847 0.9817885822345493 0.0
0.8907953937334812 -0.4442367394740687 0.9908627141953393 0.0
0.9196852354301736 -0.3916632283610021 0.9992210167184162 0.0
0.9451005620849533 -0.33708894188319294 1.0068440271932253 0.0
0.9668949553853929 -0.2807633218854356 1.0137138976658657 0.0
0.9849411558402856 -0.2229470430001881 1.0198144644505256 0.0
0.9991319604512496 -0.163910454493249 1.0251313114873408 0.0
1.009380987204429 -0.1039319477800125 1.0296518270991348 0.0
1.0156233000349508 -0.043296261506404865 1.0333652538343148 0.0
1.017815889021545 0.017707263354775488 1.0362627311202333 0.0
1.0159380017234 0.07878646549106749 1.0383373304903105 0.0
1.009991322765367 0.1396481690806305 1.039584083188908 0.0
1.0 0.2 1.04 0.0
0.9860105168144273 0.2595521988353284 1.0395840831889078 0.0
0.9680914113950876 0.31801941713263004 1.0383373304903105 0.0
0.9463328450024936 0.3751224834500322 1.0362627311202333 0.0
0.920846022529799 0.43059012601935487 1.033365253834315 0.0
0.8917624698117755 0.484160639183254 1.0296518270991348 0.0
0.8592331733037495 0.5355834812442495 1.0251313114873406 0.0
0.8234275888524987 0.5846207919387456 1.0198144644505258 0.0
0.784532527322887 0.6310488184270923 1.0137138976658657 0.0
0.7427509258156515 0.6746592394633145 1.0068440271932255 0.0
0.6983005141043896 0.7152603782679152 0.9992210167184161 0.0
0.6514123867254941 0.7526782955658644 0.9908627141953394 0.0
0.602329491866372 0.786757755260504 0.9817885822345489 0.0
0.5513050488086689 0.8173630562829579 0.9720196226181467 0.0
0.49860090618920705 0.844378725275525 0.961578295350619 0.0
0.44448585373791194 0.8677100659258002 0.9504884326820771 0.0
0.38923390043613704 0.887283561954943 0.9387751485641797 0.0
0.3331225322086667 0.9030471319674114 0.9264647440196815 0.0
0.27643096231760567 0.9149702355793281 0.9135846089239287 0.0
0.21943838756667755 0.9230438314472251 0.9001631207106368 0.0
0.16242226325185166 0.9272801890070801 0.88622954052486 0.0
0.10565660951119579 0.9277125568945381 0.871813907353203 0.0
0.04941036133720972 0.9243946921404826 0.8569469306649713 0.0
-0.006054225976691113 0.9174002553117196 0.8416598820981852 0.0
-0.06048310477172643 0.906822077785042 0.8259844867212084 0.0
-0.11363188583509842 0.8927713082955906 0.8099528143942614 0.0
-0.1652672023408379 0.8753764467792254 0.7935971717453896 0.0
-0.21516797800809437 0.8547822743263875 0.7769499952626835 0.0
-0.2631265914646522 0.8311486887753587 0.7600437459888042 0.0
-0.30894992975966973 0.8046494560905952 0.7429108062853956 0.0
-0.3524603249725782 0.7754708881925207 0.7255833791138724 0.0
-0.3934963689047769 0.7438104583254779 0.7080933902556017 0.0
-0.43191360190704287 0.7098753653681588 0.6904723938688924 0.0
-0.46758507297815755 0.6738810587044468 0.672751481752615 0.0
-0.5004017693588727 0.6360497353820319 0.6549611966570432 0.0
-0.53027291492983 0.5966088212921544 0.6371314499517926 0.0
-0.557126137792477 0.555789448008217 0.6192914439288406 0.0
-0.5809075084587569 0.5138249367265286 0.6014695989857819 0.0
-0.6015814510891861 0.470949300462792 0.5836934859009639 0.0
-0.6191305311911441 0.4273957752776541 0.5659897633782153 0.0
-0.6335551241116569 0.383395390839057 0.5483841210047703 0.0
-0.6448729695241763 0.3391755900843275 0.5309012277319809 0.0
-0.6531186179100673 0.2949589071276261 0.5135646859546801 0.0
-0.6583427757667202 0.2509617118758827 0.4963969912319035 0.0
-0.6606115569302443 0.2073930290763545 0.47941949765926706 0.0
-0.6600056479772166 0.16445343872973098 0.462652388871859 0.0
-0.656619396163546 0.1223340639726164 0.446114654626236 0.0
-0.6505598287665914 0.08121565167097525 0.42982407288115787 0.0
-0.641945613017606 0.041267750080456383 0.41379719726925296 0.0
-0.630905966044612 0.002647987029200674 0.39804934982599194 0.0
-0.6175795243910659 -0.034498548827521625 0.3825946188183001 0.0
-0.6021131827341321 -0.07003982203517647 0.36744586149294545 0.0
-0.5846609113998654 -0.1038572588974816 0.3526147115446198 0.0
-0.5653825621636923 -0.1358460506847303 0.3381115910854197 0.0
-0.5444426716366033 -0.1659153524617334 0.32394572688130346 0.0
-0.5220092712744641 -0.19398837931841661 0.3101251706070829 0.0
-0.4982527127144079 -0.22000240256036063 0.29665682285959727 0.0
-0.47334451674362743 -0.2439086491448914 0.28354646065894396 0.0
-0.4474562537476703 -0.26567210832537635 0.27079876815995 0.0
-0.4207584629736797 -0.2852712500875032 0.2584173702904602 0.0
-0.39341961738530207 -0.3026976605225238 0.24640486902940656 0.0
-0.3656051402869212 -0.31795559978048216 0.2347628820359855 0.0
-0.33747647926230817 -0.33106148867878066 0.2234920833414935 0.0
-0.30919024231369024 -0.34204333040624535 0.2125922458173944 0.0
-0.28089740040862565 -0.35094007405906746 0.20206228513690752 0.0
-0.2527425599508836 -0.357800926972224 0.19190030495270877 0.0
-0.22486330799461315 -0.36268462296854753 0.18210364302011775 0.0
-0.1973896323250906 -0.3656586537384938 0.17266891800328218 0.0
-0.1704434178406779 -0.3667984705884473 0.16359207671123593 0.0
-0.14413801999543596 -0.3661866637563267 0.15486844152119375 0.0
-0.11857791540580769 -0.3639121263930345 0.1464927577578868 0.0
-0.09385842909337541 -0.3600692101501834 0.13845924081005312 0.0
-0.07006553723369516 -0.35475687910223624 0.130761622778205 0.0
-0.047275743713141374 -0.34807786846878536 0.12339319846140366 0.0
-0.025556028265442662 -0.3401378542945863 0.11634687050482934 0.0
-0.0049638634705641005 -0.3310446398958674 0.10961519354433893 0.0
0.014452702546351427 -0.32090736449624285 0.10319041719881779 0.0
0.032654901276813655 -0.3098357390593542 0.09706452777585467 0.0
0.049613040762805156 -0.2979393138833013 0.0912292885709841 0.0
0.06530624851483408 -0.2853267820592147 0.08567627865534785 0.0
0.07972216487744849 -0.2721053224181486 0.08039693006103169 0.0
0.09285659150623476 -0.25837998510196214 0.07538256328744593 0.0
0.10471309977126982 -0.24425312240000102 0.07062442106585778 0.0
0.11530260400393022 -0.22982386699903368 0.06611370033247667 0.0
0.1246429045581498 -0.21518765930364878 0.061841582373275264 0.0
0.13275820566534208 -0.20043582500257057 0.05779926111594236 0.0
0.13967861302633083 -0.1856552035871822 0.05397796955595755 0.0
0.145439616006166 -0.17092782807574924 0.05036900431471392 0.0
0.15008155918134253 -0.15633065576384078 0.046963748337855306 0.0
0.15364910783664196 -0.14193534941134828 0.043753691751517554 0.0
0.15619071182375457 -0.12780810789200883 0.04073045090294652 0.0
0.15775807197935407 -0.11400954497477431 0.03788578561999814 0.0
0.15840561305986228 -0.10059461457967453 0.035211614731304075 0.0
0.15818996688730388 -0.08761258055553817 0.03270002989540696 0.0
0.15716946911901655 -0.0751070287642385 0.030343307792945647 0.0
0.1554036727571528 -0.0631159190267574 0.028133920741004435 0.0
0.1529528812054509 -0.05167167429077893 0.026064545793061118 0.0
0.1498777033641696 -0.04080130421772314 0.02412807239158521 0.0
0.14623863293276967 -0.03052656025886763 0.022317608643283627 0.0
0.14209565376714758 -0.020864119194860878 0.020626486289290445 0.0
