# re(z) im(z) re(|z|^2) im(|z|^2)
1.0 0.0 1.0 0.0
0.97975761698448 0.029401549503658756 0.9607894391523232 0.0
0.959060536925891 0.05761278415471185 0.9231163463866358 0.0
0.9379529610769985 0.08464442996469382 0.8869204367171575 0.0
0.9164778805905209 0.11050829541042682 0.8521437889662113 0.0
0.894677069188281 0.1352172139435272 0.8187307530779818 0.0
0.8725910776690616 0.1587849874481184 0.7866278610665535 0.0
0.8502592301900656 0.18122633068161692 0.7557837414557257 0.0
0.827719622257175 0.20255681673083833 0.7261490370736909 0.0
0.8050091203595685 0.2227928235131123 0.697676326071031 0.0
0.7821633631846826 0.24195148134959935 0.6703200460356392 0.0
0.7592167643500073 0.260050621635571 0.6440364210831414 0.0
0.7362025165887552 0.2771087266300441 0.618783391806141 0.0
0.7131525973270668 0.29314488038485814 0.5945205479701944 0.0
0.6900977755910799 0.30817872083104364 0.5712090638488148 0.0
0.6670676201829189 0.3222303930381546 0.5488116360940265 0.0
0.6440905090654301 0.3353205036601307 0.5272924240430487 0.0
0.6211936398963113 0.34747007657920925 0.5066169923655897 0.0
0.5984030416531414 0.3587005097574303 0.4867522559599716 0.0
0.5757435872917257 0.3690335333033629 0.46766642700990924 0.0
0.5532390073811083 0.37849116875983735 0.4493289641172217 0.0
0.5309119046595837 0.38709568961667956 0.4317105234290797 0.0
0.5087837694570476 0.39486958305073244 0.41478291168158143 0.0
0.4868749959300628 0.40183551289379027 0.39851904108451414 0.0
0.46520489905709184 0.40801628382748767 0.38289288597511195 0.0
0.44379173234242913 0.4134348068026543 0.36787944117144233 0.0
0.4226527061784887 0.4181140656791879 0.35345468195878016 0.0
0.40180400681723516 0.4220770850810957 0.3395955256449392 0.0
0.38126081590269817 0.4253468994600153 0.32627979462303947 0.0
0.3610373305176847 0.4279465233592503 0.31348618088260527 0.0
0.3411467836989792 0.42989892286913667 0.301194211912202 0.0
0.32160146537652523 0.43122698826339967 0.28938421793905056 0.0
0.30241274369328114 0.4319535078050599 0.27803730045319414 0.0
0.2835910866636579 0.43210114270940775 0.2671353019658503 0.0
0.26514608412966645 0.431692403250578 0.2566607769535558 0.0
0.24708646997512318 0.43074962599732924 0.24659696394160646 0.0
0.229420144559491 0.4292949521627572 0.23692775868212174 0.0
0.2121541973341578 0.42735030705185184 0.22763768838381282 0.0
0.1952949296051808 0.4249373805900374 0.21871188695221483 0.0
0.17884787740775063 0.42207760891512236 0.21013607120076477 0.0
0.1628178344588463 0.41879215701441586 0.2018965179946554 0.0
0.14720887515576941 0.4151019023881546 0.19398004229089194 0.0
0.1320243775894542 0.4110274197198129 0.18637397603941 0.0
0.1172670465426496 0.4065889665333496 0.17906614791149322 0.0
0.10293893644426286 0.4018064698169687 0.1720448638230506 0.0
0.08904147425233384 0.3966995135925397 0.16529888822158662 0.0
0.07557548223928312 0.3912873274094377 0.1588174261069207 0.0
0.06254120065423 0.3855887757412179 0.1525901057568839 0.0
0.04993831023832599 0.3796223482632323 0.14660696213035015 0.0
0.03776595457017731 0.3734061509890381 0.14085842092104503 0.0
0.026022762219546164 0.3669578982432149 0.1353352832366127 0.0
0.014706868688619845 0.36029490544802545 0.1300287108784259 0.0
0.0038159381212196624 0.35343408270119825 0.12493021219858241 0.0
-0.006652815238613027 0.3463919291219956 0.12003162851145675 0.0
-0.016702605856169755 0.33918452794264664 0.1153251210380626 0.0
-0.026337056000252757 0.33182754232217293 0.11080315836233391 0.0
-0.03556017513745724 0.32433621185961675 0.10645850437925283 0.0
-0.044376339641045544 0.3167253497836889 0.10228420671553749 0.0
-0.05279027282793347 0.3090093407958955 0.09827358560436153 0.0
-0.06080702533636013 0.3012021395442695 0.09442022319630235 0.0
-0.06843195585588582 0.29331726970492317 0.09071795328941254 0.0
-0.07567071222045715 0.28536782364876045 0.0871608514619813 0.0
-0.08252921287439387 0.27736646267083 0.08374322559219594 0.0
-0.08901362872029216 0.26932541775996266 0.08045960674953243 0.0
-0.09513036535699784 0.26125649088653063 0.07730474044329975 0.0
-0.10088604571498763 0.2531710567863698 0.07427357821433386 0.0
-0.10628749309570167 0.24508006521913855 0.07136126955638604 0.0
-0.11134171462059944 0.23699404367963117 0.06856315415427794 0.0
-0.11605588509496352 0.22892310054083134 0.06587475442640295 0.0
-0.12043733129074836 0.220876928607773 0.06329176835964073 0.0
-0.12449351665207155 0.21286480906156924 0.060810062625217945 0.0
-0.12823202642626189 0.20489561577328907 0.05842566596450083 0.0
-0.13166055322272624 0.19697781996767902 0.0561347628341337 0.0
-0.13478688300125907 0.18911949521707414 0.05393368730035603 0.0
-0.13761888149081122 0.181328322746183 0.05181891717272585 0.0
-0.1401644810391441 0.17361159702880263 0.04978706836786394 0.0
-0.14243166789322978 0.16597623165788256 0.047834889494198396 0.0
-0.14442846990971564 0.15842876547073947 0.04595925664904421 0.0
-0.14616294469424918 0.15097536891161664 0.04415716841969289 0.0
-0.14764316816795997 0.14362185061416968 0.04242574108051138 0.0
-0.1488772235589189 0.13637366418687266 0.04076220397836623 0.0
-0.14987319081593772 0.1292359151847373 0.03916389509898709 0.0
-0.15063913644163812 0.12221336825116044 0.03762825680717622 0.0
-0.15118310374130467 0.11531045441412648 0.03615283175404643 0.0
-0.1515131034836444 0.10853127852141528 0.034735258944738556 0.0
-0.15163710496920113 0.1018796267998934 0.03337326996032608 0.0
-0.15156302750182132 0.09535897452438823 0.03206468532786077 0.0
-0.1512987322582346 0.08897249378207918 0.030807411032751076 0.0
-0.1508520145504986 0.08272306131876513 0.029599435167892013 0.0
-0.15023059647576245 0.07661326645380115 0.028438824714184505 0.0
-0.14944211994752848 0.07064541905092694 0.027323722447292562 0.0
-0.1484941401023319 0.06482155753263714 0.02625234396568796 0.0
-0.1473941190755203 0.059143456926177035 0.025222974835227216 0.0
-0.14614942013959098 0.05361263692966833 0.024233967845691116 0.0
-0.14476730219833858 0.048230369987300806 0.023283740374897013 0.0
-0.14325491462987766 0.042997689362941995 0.02237077185616559 0.0
-0.14161929247143157 0.03791539720194226 0.021493601345089923 0.0
-0.1398673519386217 0.032984072571323075 0.020650825181712573 0.0
-0.1380058862718516 0.028204079468953563 0.019841094744370284 0.0
-0.13604156190225208 0.023575574792724728 0.019063114291611644 0.0
-0.13398091492954262 0.019098516261135196 0.018315638888734182 0.0
-0.1318303479040672 0.014772670277102747 0.01759747241562339 0.0
-0.1295961269051773 0.010597619727205625 0.01690746565270528 0.0
-0.12728437890806515 0.006572771708949712 0.01624451444194987 0.0
-0.12490108943109245 0.0026973651790356103 0.015607557919982827 0.0
-0.12245210045561344 -0.0010295214840203059 0.014995576820477705 0.0
-0.11994310861025854 -0.004608963009190752 0.014407591843112365 0.0
-0.11737966361162226 -0.00804217986008161 0.013842662086479501 0.0
-0.11476716695328945 -0.011330530965474045 0.013299883542443781 0.0
-0.11211087083513066 -0.01447550655847354 0.01277838764953576 0.0
-0.109415877324813 -0.017478721129130622 0.012277339903068446 0.0
-0.10668713774348618 -0.020341906495065055 0.011795938519751562 0.0
-0.10392945226763958 -0.023066904994294816 0.011333413154667397 0.0
-0.10114746973915888 -0.025655662804152816 0.01088902366855445 0.0
-0.09834568767566261 -0.028110223389859856 0.010462058943426802 0.0
-0.0955284524732513 -0.03043272108601782 0.010051835744633586 0.0
-0.09269995979386625 -0.03262537481399039 0.009657697627537777 0.0
-0.08986425512952656 -0.03469048193784722 0.009279013887064744 0.0
-0.08702523453578886 -0.03663041226126855 0.008915178548439552 0.0
-0.08418664552686086 -0.038447602167531056 0.00856560939749806 0.0
-0.0813520881248887 -0.04014454890443251 0.00822974704902003 0.0
-0.07852501605603664 -0.04172380501575366 0.007907054051593441 0.0
-0.07570873808607881 -0.04318797292060704 0.007597014027577567 0.0
-0.0729064194883308 -0.04453969964178161 0.007299130846788583 0.0
-0.07012108363686193 -0.04578167168395711 0.0070129278325854255 0.0
-0.06735561371804513 -0.046916610062439065 0.006737946999085469 0.0
-0.0646127545536244 -0.047947265482845794 0.006473748318289407 0.0
-0.061895114528603176 -0.04887641367197136 0.006219909015942573 0.0
-0.059205167617387956 -0.049706850859845664 0.005976022895005943 0.0
-0.05654525550175203 -0.05044138941282039 0.005741699685654208 0.0
-0.05391758977432073 -0.05108285361732288 0.0055165644207607716 0.0
-0.0513242542214174 -0.051634075613742954 0.0053002568358704065 0.0
-0.0487672071792484 -0.05209789147974661 0.005092430792699191 0.0
-0.046248283957550845 -0.05247713746214846 0.00489275372523948 0.0
-0.04376919932496793 -0.05277464635631874 0.00470090610758328 0.0
-0.041331550050565886 -0.05299324403195409 0.00451658094261267 0.0
-0.0389368174960522 -0.053135746103899005 0.004339483270738895 0.0
-0.036586370253404124 -0.05320495474657356 0.004169329697904114 0.0
-0.03428146682276578 -0.05320365565043467 0.0040058479420904194 0.0
-0.03202325832562363 -0.05313461511878033 0.0038487763976105425 0.0
-0.02981279124841872 -0.05300057730309301 0.00369786371648293 0.0
-0.027651010211907155 -0.05280426157501276 0.003552868406221363 0.0
-0.025538760761729777 -0.05254836003293121 0.0034135584433954303 0.0
-0.023476792175804787 -0.05223553514110527 0.003279710902343573 0.0
-0.02146576028430505 -0.051868417499102384 0.0031511115984444384 0.0
-0.01950623029813455 -0.05144960373930933 0.0030275547453758153 0.0
-0.017598679641965827 -0.050981654550161876 0.002908842625812583 0.0
-0.015743500788050698 -0.05046709282268488 0.002794785275036844 0.0
-0.013941004087161962 -0.049908401917869064 0.0026852001769538227 0.0
-0.012191420593171956 -0.04930802405235443 0.0025799119720271804 0.0
-0.010494904877918765 -0.048668358799838274 0.0024787521766663585 0.0
-0.0088515378331532 -0.04799176170557952 0.0023815589136168716 0.0
-0.007261329456503791 -0.04728054301133059 0.0022881766529221715 0.0
-0.0057242216185358465 -0.04653696648799122 0.0021984559630425313 0.0
-0.004240090808120931 -0.04576324837324818 0.002112253271732714 0.0
-0.002808750853468103 -0.044961556411437516 0.0020294306362957358 0.0
-0.0014299556163045964 -0.044134008992844975 0.0019498555228451224 0.0
-0.00010340165682610183 -0.0432826743896422 0.0018734005942224231 0.0
0.0011712691328336303 -0.042409570085642966 0.0017999435062305915 0.0
0.0023944669287344475 -0.04151666219705474 0.0017293667118571574 0.0
0.0035666514108584025 -0.04060586498139594 0.0016615572731739357 0.0
0.004688329236306366 -0.039679040431747366 0.0015964066806122472 0.0
0.005760051551713868 -0.03873799795350894 0.0015338106793244643 0.0
0.006782411546517669 -0.037784494120838244 0.0014736691023539959 0.0
0.007756042048588712 -0.036820232509957446 0.0014158857103468033 0.0
0.008681613163634446 -0.03584686360652633 0.0013603680375478926 0.0
0.009559829959661746 -0.03486598478429573 0.0013070272438363876 0.0
0.010391430197684322 -0.033879140352273164 0.0012557779725623694 0.0
0.011177182109752526 -0.03288782166765486 0.0012065382139580404 0.0
0.011917882225281737 -0.031893467311800795 0.001159229173904592 0.0
0.012614353246554962 -0.030897463326556945 0.001113775147844803 0.0
0.013267441974178385 -0.029901143508257576 0.0010701033996396046 0.0
0.013878017283174924 -0.02890578975677066 0.0010281440451747296 0.0
0.014446968150308924 -0.027912632476984143 0.0009878299405312303 0.0
0.014975201733146837 -0.02692285103016448 0.0009490965745408726 0.0
0.015463641501272819 -0.025937574232657707 0.0009118819655545161 0.0
0.015913225419995663 -0.024957880899440288 0.0008761265622582425 0.0
0.016324904186803123 -0.0239848004300692 0.0008417731483785498 0.0
0.01669963952074224 -0.023019313434622136 0.0008087667511241113 0.0
0.01703840250483055 -0.02206235239726185 0.0007770545532175817 0.0
0.017342171981530426 -0.02111480237510408 0.00074658580837668 0.0
0.017611933001250867 -0.02017750173011428 0.000717311760109314 0.0
0.017848675323773985 -0.019251242891805576 0.0006891855636927931 0.0
0.018053391972440873 -0.018336773148558163 0.0006621622112122762 0.0
0.018227077840870104 -0.01743479546542969 0.0006361984595385057 0.0
