# re(S) im(S) re(|S|^2) im(|S|^2)
0.4858611825192807 -0.8740359897172234 1.0 0.0
0.5283018867924532 -0.8490566037735847 1.0 0.0
0.5661605206073754 -0.8242950108459869 1.0 0.0
0.6 -0.8 1.0 0.0
0.6303142329020337 -0.7763401109057299 1.0 0.0
0.6575342465753427 -0.7534246575342464 0.9999999999999999 0.0
0.6820349761526234 -0.7313195548489665 1.0 0.0
0.7041420118343196 -0.7100591715976331 1.0 0.0
0.7241379310344828 -0.6896551724137931 1.0 0.0
0.7422680412371137 -0.6701030927835049 1.0 0.0
0.7587454764776841 -0.6513872135102531 1.0 0.0
0.7737556561085974 -0.6334841628959275 1.0 0.0
0.7874601487778958 -0.616365568544102 0.9999999999999999 0.0
0.8 -0.6 1.0 0.0
0.811498586239397 -0.5843543826578698 1.0 0.0
0.8220640569395019 -0.5693950177935941 1.0 0.0
0.8317914213624895 -0.5550883095037846 1.0 0.0
0.8407643312101911 -0.5414012738853503 1.0 0.0
0.8490566037735849 -0.5283018867924528 1.0 0.0
0.8567335243553009 -0.5157593123209168 1.0 0.0
0.8638529611980941 -0.5037440435670523 1.0 0.0
0.8704663212435234 -0.49222797927461126 1.0 0.0
0.8766193707587909 -0.4811844540407156 1.0 0.0
0.8823529411764706 -0.47058823529411764 1.0 0.0
0.8877035373385739 -0.4604154969118471 0.9999999999999999 0.0
0.8927038626609443 -0.4506437768240342 1.0 0.0
0.8973832734735763 -0.44125192406362224 1.0 0.0
0.9017681728880157 -0.4322200392927308 0.9999999999999999 0.0
0.9058823529411765 -0.4235294117647059 1.0 0.0
0.9097472924187726 -0.41516245487364606 1.0 0.0
0.9133824166305761 -0.4071026418362927 1.0 0.0
0.9168053244592347 -0.39933444259567386 1.0 0.0
0.9200319872051179 -0.39184326269492203 0.9999999999999999 0.0
0.9230769230769231 -0.3846153846153846 1.0 0.0
0.9259533506108849 -0.3776379118844871 1.0 0.0
0.9286733238231099 -0.3708987161198287 0.9999999999999999 0.0
0.9312478514953593 -0.36438638707459603 1.0 0.0
0.9336870026525199 -0.35809018567639256 1.0 0.0
0.9359999999999999 -0.35200000000000004 0.9999999999999999 0.0
0.9381953028430161 -0.3461063040791099 1.0 0.0
0.9402806808002389 -0.34040011943863835 0.9999999999999999 0.0
0.9422632794457275 -0.33487297921478054 1.0 0.0
0.9441496788606535 -0.3295168947221447 1.0000000000000002 0.0
0.9459459459459459 -0.3243243243243243 1.0 0.0
0.9476576812352787 -0.31928814446479975 1.0 0.0
0.949290060851927 -0.3144016227180526 1.0 0.0
0.9508478741705579 -0.30965839272548534 1.0000000000000002 0.0
0.9523355576739752 -0.3050524308865587 1.0 0.0
0.953757225433526 -0.3005780346820809 1.0 0.0
0.955116696588869 -0.2962298025134649 1.0 0.0
0.956417520156897 -0.2920026149487905 1.0 0.0
0.9576629974597799 -0.287891617273497 1.0 0.0
0.958856202427484 -0.2838922032503601 1.0 0.0
0.96 -0.27999999999999997 1.0 0.0
0.9610970628282436 -0.27621085391947087 1.0 0.0
0.9621498864496594 -0.2725208175624527 1.0 0.0
0.9631608030944926 -0.26892613741020444 1.0 0.0
0.9641319942611191 -0.2654232424677187 0.9999999999999999 0.0
0.9650655021834061 -0.26200873362445415 1.0 0.0
0.9659632402995235 -0.25867937372362143 1.0 0.0
0.9668270028197048 -0.25543207828827336 1.0 0.0
0.9676584734799483 -0.2522639068564036 1.0 0.0
0.9684592335593755 -0.24917205488093352 0.9999999999999999 0.0
0.9692307692307692 -0.24615384615384617 1.0 0.0
0.9699744783065606 -0.24320672571685928 1.0 0.0
0.9706916764361079 -0.24032825322391563 1.0 0.0
0.9713836028044069 -0.2375160967234225 1.0 0.0
0.9720514253773058 -0.23476802683063158 1.0000000000000002 0.0
0.9726962457337884 -0.23208191126279865 1.0 0.0
0.9733191035218783 -0.22945570971184628 1.0 0.0
0.9739209805711305 -0.22688746903116444 1.0 0.0
0.974502804691484 -0.22437531871494135 1.0 0.0
0.9750654531853884 -0.22191746665004355 1.0 0.0
0.975609756097561 -0.21951219512195122 0.9999999999999999 0.0
0.9761364992244362 -0.21715785705763033 1.0 0.0
0.9766464269033162 -0.21485287248949092 0.9999999999999999 0.0
0.9771402445993828 -0.21259572522574008 1.0 0.0
0.9776186213070726 -0.2103849597135183 1.0 0.0
0.9780821917808219 -0.20821917808219179 0.9999999999999999 0.0
0.978531558608845 -0.206097037355088 1.0 0.0
0.9789672941423914 -0.20401724681880326 0.9999999999999999 0.0
0.9793899422918384 -0.2019785655399835 1.0 0.0
0.9798000201999798 -0.19997980002019994 1.0 0.0
0.9801980198019802 -0.19801980198019803 0.9999999999999999 0.0
0.9805844092806524 -0.1960974662654111 1.0 0.0
0.980959634424981 -0.19421172886519417 1.0 0.0
0.9813241198991502 -0.19236156503875243 1.0 0.0
0.9816782704287285 -0.19054598754122384 1.0 0.0
0.9820224719101124 -0.18876404494382024 1.0 0.0
0.9823570924488356 -0.18701482004234296 1.0 0.0
0.9826824833318902 -0.18529742834877475 1.0 0.0
0.9829989799387964 -0.18361101666099963 1.0 0.0
0.9833069025957767 -0.1819547617060345 1.0 0.0
