# re(F) im(F) re(|F|^2) im(|F|^2)
1.6031232734801655 0.26138834750725287 2.6383280981863337 0.0
1.6013340618875938 0.3023711042804244 2.655699062465183 0.0
1.5980122446422718 0.3433235300573391 2.6715141803176645 0.0
1.593156905229552 0.3841815198313234 2.6857443648605095 0.0
1.5867701698661094 0.42488089180458666 2.6983633441975825 0.0
1.578857212898815 0.46535754373617433 2.709347742234779 0.0
1.5694262535326287 0.5055476095835127 2.7186771508330665 0.0
1.5584885438723362 0.5453876159270905 2.7263341929879505 0.0
1.546058348294725 0.584814637667169 2.7323045767615954 0.0
1.5321529141995802 0.6237664524828871 2.736577139733352 0.0
1.5167924342195085 0.6621816935476129 2.7391438837751267 0.0
1.5 0.7 2.7399999999999998 0.0
1.481801547692088 0.7371621646777996 2.739143883775127 0.0
1.4622257953304099 0.7736102786311091 2.736577139733352 0.0
1.4413041722991857 0.8092878719433235 2.732304576761594 0.0
1.4190707411175911 0.8441400504015429 2.7263341929879488 0.0
1.395562111803943 0.8781136275735539 2.7186771508330674 0.0
1.3708173491050653 0.9111572518656371 2.7093477422347787 0.0
1.3448778729029136 0.9432215281542914 2.698363344197582 0.0
1.31778735213496 0.9742591336054496 2.6857443648605104 0.0
1.2895915925878871 1.004224927316735 2.671514180317665 0.0
1.2603384189456408 1.0330760534417516 2.6556990624651826 0.0
1.2300775514928177 1.06077203748014 2.6383280981863333 0.0
1.1988604778926204 1.0872748754430828 2.619433100222693 0.0
1.1667403204750777 1.112549115630996 2.5990485101135983 0.0
1.1337716994859184 1.1365619327881384 2.5772112936182965 0.0
1.100010592759245 1.1592831944277293 2.553960829065106 0.0
1.0655141922880207 1.180685519150713 2.529338789099382 0.0
1.0303407581752706 1.2007443268114348 2.5033890163270374 0.0
0.9945494704557655 1.219437880414051 2.476157393372557 0.0
0.958200279282847 1.2367473196543601 2.44769170788997 0.0
0.9213537539778754 1.2526566860527542 2.418041513081792 0.0
0.8840709314406003 1.267152939655034 2.387257984294645 0.0
0.8464131644175471 1.280225967308756 2.3553937722709652 0.0
0.8084419701222934 1.2918685825534406 2.322502853643851 0.0
0.7702188796963584 1.302076517193276 2.288640379266885 0.0
0.7318052889922856 1.3108484046506899 2.2538625209723415 0.0
0.693262311151532 1.318185755228316 2.21822631735001 0.0
0.6546506314389391 1.3240929234352123 2.181789519134609 0.0
0.616030364782961 1.3285770675606627 2.144610434782718 0.0
0.5774609164565705 1.331648101705367 2.1067477768103697 0.0
0.539000846317832 1.3333186405051651 2.068260509449881 0.0
0.5007077370117242 1.3336039368066135 2.0292076981695 0.0
0.46263806651593486 1.3325218125765559 1.9896483615819125 0.0
0.42484708539313043 1.3300925833492991 1.94964132624785 0.0
0.38738869909081086 1.3263389765349822 1.909245084859135 0.0
0.3503153556072714 1.3212860439311787 1.8685176582615537 0.0
0.3136779388186556 1.3149610687966011 1.8275164617522197 0.0
0.2775256677376156 1.3073934678609633 1.7862981760587253 0.0
0.24190600194886747 1.2986146886585297 1.7449186233785756 0.0
0.2068645534410543 1.2886581025846002 1.7034326488273088 0.0
0.17244500502791027 1.2775588940841591 1.6618940076126156 0.0
0.1386890355249043 1.26535394639006 1.6203552582197271 0.0
0.10563625182045094 1.2520817242345077 1.5788676618607316 0.0
0.07332412795350268 1.2377821539621323 1.5374810884072774 0.0
0.04178795128207863 1.2224965014757507 1.4962439289928036 0.0
0.011060775800052103 1.2062672484468553 1.4552030154368463 0.0
-0.018826617367459053 1.1891379672221212 1.4144035466106593 0.0
-0.04784575228643262 1.1711531948547131 1.3738890218302564 0.0
-0.07597048337660017 1.1523583066849685 1.3337011813303223 0.0
-0.10317701346268499 1.1327993898892301 1.293879953840491 0.0
-0.12944390478755646 1.1125231174081611 1.2544634112542232 0.0
-0.154752083084927 1.0915766226569392 1.215487730350254 0.0
-0.17908483483268767 1.070007375409335 1.1769871614974248 0.0
-0.20242779783051768 1.0478630592358704 1.13899400424567 0.0
-0.22476894526691785 1.0251914508631796 1.1015385896793541 0.0
-0.24609856346126754 1.0020403018073565 1.0646492693838776 0.0
-0.266409223485783 0.9784572226186162 1.0283524108528341 0.0
-0.28569574689031596 0.9544895700580991 0.9926723991409103 0.0
-0.3039551657697346 0.9301843375101656 0.9576316445473325 0.0
-0.321186677429086 0.9055880489152367 0.9232505960960409 0.0
-0.3373915939158575 0.8807466564891377 0.8895477605618781 0.0
-0.3525732867013696 0.8557054424751833 0.8565397267770554 0.0
-0.3667371268046176 0.8305089251549491 0.824241194938935 0.0
-0.37989042066175094 0.8052007693229288 0.7926650106287985 0.0
-0.39204234205275806 0.7798237014091963 0.7618222032417512 0.0
-0.40320386040390505 0.7544194294128226 0.7317220285201805 0.0
-0.4133876657899528 0.7290285677873232 0.7023720148773014 0.0
-0.4226080909642413 0.7036905673978622 0.6737780131931657 0.0
-0.4308810307473751 0.6784436506484126 0.6459442497630657 0.0
-0.43822385910645656 0.6533247518557471 0.6188733820775291 0.0
-0.44465534425669495 0.6283694629259535 0.5925665571138912 0.0
-0.45019556211573003 0.603611984368384 0.5670234718218364 0.0
-0.4548658084382389 0.5790850816615221 0.5422424354891043 0.0
-0.45868850995438254 0.5548200469652896 0.5182204336787379 0.0
-0.46168713483041146 0.5308466661549778 0.49495319343576893 0.0
-0.4638861027633987 0.5071931911331896 0.4724352494688827 0.0
-0.4653106950146074 0.4838863173581446 0.450660011021404 0.0
-0.4659869646775312 0.460951166509393 0.42961982915574887 0.0
-0.4659416474672137 0.4384112741954568 0.40930606418614524 0.0
-0.4652020733071355 0.41628858259232304 0.3897091530059828 0.0
-0.463796078978823 0.394603437886935 0.37081867606831886 0.0
-0.4617519220874521 0.37337459238606185 0.35262342379091427 0.0
-0.45909819658417333 0.3526192111381163 0.3351114621705077 0.0
-0.4558637500727405 0.332352882903644 0.3182701974047453 0.0
-0.45207760311436596 0.31258963529947525 0.30208643933428914 0.0
-0.44776887073062077 0.2933419539317358 0.28654646353186397 0.0
-0.44296668628972957 0.2746208053242578 0.2716360718794476 0.0
-0.4377001279468552 0.2564356634412984 0.2573406514892723 0.0
-0.43199814779398443 0.23879453959687874 0.2436452318387185 0.0
-0.4258895038599215 0.22170401553757868 0.23053454000353701 0.0
-0.4194026950856947 0.2051692794811143 0.21799305388794382 0.0
-0.4125658993855006 0.1891941648896069 0.20600505336404276 0.0
-0.40540691488818537 0.1737811917540233 0.194554669246605 0.0
-0.3979531044392657 0.15893161016480908 0.18362593004242794 0.0
-0.39023134342869303 0.14464544594327416 0.1732028064262912 0.0
-0.3822679709950239 0.1309215481087412 0.16326925340784187 0.0
-0.37408874464240094 0.11775763795779354 0.15380925016552624 0.0
-0.36571879829289 0.10515035953420013 0.1448068375349671 0.0
-0.35718260378322564 0.09309533127108502 0.13624615314983782 0.0
-0.34850393580201255 0.08158719859073381 0.12811146424337713 0.0
