# re(F) im(F) re(|F|^2) im(|F|^2)
-0.16408063343521245 -0.30572004163881 0.12038719812813628 0.0
-0.16132620801861353 -0.31950793237369296 0.12811146424337733 0.0
-0.15808072517853966 -0.3335515514532421 0.1362461531498378 0.0
-0.15432457298308971 -0.3478372661296578 0.14480683753496737 0.0
-0.15003837622600688 -0.3623502943630509 0.1538092501655264 0.0
-0.1452030576360896 -0.37707469480326083 0.16326925340784187 0.0
-0.13979990071300138 -0.3919933598760652 0.17320280642629143 0.0
-0.13381061403905425 -0.40708801212135837 0.18362593004242794 0.0
-0.1272173969050207 -0.4223392039241868 0.19455466924660542 0.0
-0.12000300607675407 -0.43772632077199275 0.20600505336404296 0.0
-0.11215082351842431 -0.45322758816303654 0.21799305388794382 0.0
-0.10364492487757163 -0.46882008228174255 0.23053454000353732 0.0
-0.09447014852699537 -0.48447974454666926 0.24364523183871847 0.0
-0.08461216494880966 -0.5001814001259419 0.2573406514892722 0.0
-0.07405754623685473 -0.5158987805033309 0.2716360718794479 0.0
-0.06279383548512676 -0.5316045501657513 0.28654646353186386 0.0
-0.05080961582203852 -0.5472703374697978 0.3020864393342895 0.0
-0.03809457884320108 -0.5628667697310834 0.3182701974047454 0.0
-0.024639592189087955 -0.5783635125656382 0.33511146217050775 0.0
-0.010436766008461662 -0.5937293134974887 0.35262342379091455 0.0
0.004520481956144129 -0.6089320498308518 0.3708186760683188 0.0
0.020237362928219232 -0.6239387807691511 0.3897091530059833 0.0
0.036717655572322455 -0.6387158037464062 0.4093060641861454 0.0
0.053963646655937975 -0.6532287149194698 0.4296198291557488 0.0
0.07197607417021729 -0.6674424737521938 0.4506600110214045 0.0
0.09075407318106435 -0.6813214716049457 0.4724352494688828 0.0
0.11029512468026642 -0.6948296042250459 0.4949531934357695 0.0
0.13059500770342897 -0.7079303480157348 0.5182204336787382 0.0
0.15164775497733435 -0.7205868399432775 0.5422424354891043 0.0
0.17344561235398626 -0.7327619609238647 0.5670234718218367 0.0
0.1959790022820143 -0.7444184225141377 0.592566557113891 0.0
0.2192364915582871 -0.7555188567115599 0.6188733820775295 0.0
0.24320476359353546 -0.766025908653538 0.6459442497630661 0.0
0.2678685954154911 -0.7759023319872789 0.6737780131931655 0.0
0.2932108396215558 -0.7851110866659088 0.7023720148773018 0.0
0.31921241148031193 -0.7936154389104995 0.7317220285201806 0.0
0.34585228136732094 -0.8013790630624007 0.7618222032417518 0.0
0.3731074727056458 -0.8083661450357781 0.7926650106287989 0.0
0.4009530655654256 -0.8145414870665721 0.8242411949389352 0.0
0.42936220605966263 -0.8198706134413135 0.8565397267770559 0.0
0.4583061216552117 -0.8243198768774391 0.889547760561878 0.0
0.4877541424988344 -0.8278565652160208 0.923250596096041 0.0
0.5176737288381809 -0.8304490080782242 0.9576316445473328 0.0
0.5480305045967345 -0.832066683128437 0.9926723991409103 0.0
0.5787882971401888 -0.8326803215798938 1.0283524108528348 0.0
0.6099091832494954 -0.8322620125728502 1.0646492693838776 0.0
0.6413535412930302 -0.8307853060509942 1.1015385896793548 0.0
0.6730801095670137 -0.8282253137588391 1.1389940042456708 0.0
0.7050460507496624 -0.8245588079814139 1.1769871614974257 0.0
0.7372070223905483 -0.8197643176476495 1.2154877303502545 0.0
0.7695172533324959 -0.8138222214205226 1.2544634112542228 0.0
0.8019296259390725 -0.8067148374002495 1.2938799538404917 0.0
0.834395763976503 -0.7984265090716804 1.3337011813303223 0.0
0.8668661259747364 -0.7889436871335048 1.3738890218302573 0.0
0.8992901038685139 -0.7782550068549623 1.41440354661066 0.0
0.9316161266957983 -0.7663513606154585 1.455203015436846 0.0
0.9637917691078597 -0.7532259652937795 1.4962439289928038 0.0
0.9957638644228627 -0.7388744241864953 1.5374810884072783 0.0
1.027478621933015 -0.7232947831495569 1.578867661860732 0.0
1.058881748154365 -0.7064875806730679 1.620355258219729 0.0
1.0899185716882687 -0.6884558916166089 1.6618940076126156 0.0
1.1205341713444952 -0.669205364351344 1.7034326488273095 0.0
1.150673507158 -0.648744251075325 1.7449186233785765 0.0
1.1802815539146818 -0.6270834310898912 1.7862981760587262 0.0
1.209303436786021 -0.6042364268477519 1.8275164617522204 0.0
1.2376845686584939 -0.5802194126071551 1.8685176582615541 0.0
1.2653707887311278 -0.5550512155514109 1.9092450848591354 0.0
1.2923085019435907 -0.528753309258829 1.9496413262478505 0.0
1.3184448187878883 -0.5013497994347718 1.9896483615819136 0.0
1.3437276950490964 -0.4728674018448969 2.0292076981695004 0.0
1.3681060710146826 -0.44333541241665847 2.0682605094498805 0.0
1.3915300096878962 -0.4127856695046158 2.10674777681037 0.0
1.4139508335384687 -0.38125250834399554 2.144610434782719 0.0
1.435321259323533 -0.34877270774605823 2.1817895191346097 0.0
1.4555955305131976 -0.31538542911810863 2.2182263173500107 0.0
1.474729546858712 -0.28113214792022434 2.253862520972341 0.0
1.492680990646522 -0.2460565776999315 2.2886403792668846 0.0
1.5094094491888548 -0.21020458687490473 2.3225028536438512 0.0
1.5248765331106828 -0.1736241084622483 2.355393772270966 0.0
1.5390459900040252 -0.13636504298087526 2.387257984294646 0.0
1.5518838130335197 -0.09847915478076974 2.418041513081791 0.0
1.5633583440919587 -0.06001996207945093 2.44769170788997 0.0
1.5734403711210418 -0.021042621011540308 2.4761573933725574 0.0
1.5821032192308355 0.018396195978082064 2.5033890163270374 0.0
1.589322835271319 0.05823842704364579 2.529338789099382 0.0
1.5950778655308402 0.0984247527743104 2.553960829065105 0.0
1.5993497262592364 0.13889473255960033 2.577211293618298 0.0
1.602122666737675 0.17958694506828904 2.5990485101135996 0.0
1.603383824642878 0.22043913240681723 2.6194331002226936 0.0
